step,aux_mel_loss,mel_loss,batch_size,lr,val_loss
1235,0.03953,0.42256,1,0.0006,0.17588
1236,0.03654,1.05998,1,0.0006,0.17588
1237,0.03591,0.0683,1,0.0006,0.17588
1238,0.03905,0.05992,1,0.0006,0.17588
1239,0.03459,0.08386,1,0.0006,0.17588
1240,0.03366,0.10643,1,0.0006,0.17588
1241,0.03195,0.06368,1,0.0006,0.17588
1242,0.03078,0.05041,1,0.0006,0.17588
1243,0.03631,0.56528,1,0.0006,0.17588
1244,0.04,0.08774,1,0.0006,0.17588
1245,0.0356,0.43664,1,0.0006,0.17588
1246,0.0342,0.05186,1,0.0006,0.17588
1247,0.03411,0.11966,1,0.0006,0.17588
1248,0.03411,0.1792,1,0.0006,0.17588
1249,0.0325,0.05672,1,0.0006,0.17588
1250,0.0334,0.16713,1,0.0006,0.17588
1251,0.03288,0.40603,1,0.0006,0.17588
1252,0.03351,0.07828,1,0.0006,0.17588
1253,0.03567,0.07356,1,0.0006,0.17588
1254,0.03335,0.09864,1,0.0006,0.17588
1255,0.03129,0.34822,1,0.0006,0.17588
1256,0.03148,0.05652,1,0.0006,0.17588
1257,0.03284,0.58744,1,0.0006,0.17588
1258,0.02961,0.10074,1,0.0006,0.17588
1259,0.03422,0.06769,1,0.0006,0.17588
1260,0.03412,0.31823,1,0.0006,0.17588
1261,0.03098,0.10417,1,0.0006,0.17588
1262,0.03112,0.30066,1,0.0006,0.17588
1263,0.03692,0.06391,1,0.0006,0.17588
1264,0.03849,0.06663,1,0.0006,0.17588
1265,0.03701,0.2655,1,0.0006,0.17588
1266,0.03856,0.09532,1,0.0006,0.17588
1267,0.0395,0.07048,1,0.0006,0.17588
1268,0.03597,0.12577,1,0.0006,0.17588
1269,0.03926,0.05492,1,0.0006,0.17588
1270,0.03449,0.05361,1,0.0006,0.17588
1271,0.03569,0.05648,1,0.0006,0.17588
1272,0.0372,0.65551,1,0.0006,0.17588
1273,0.03727,0.30053,1,0.0006,0.17588
1274,0.03512,0.10177,1,0.0006,0.17588
1275,0.03175,0.08184,1,0.0006,0.17588
1276,0.03222,0.07119,1,0.0006,0.17588
1277,0.03133,0.07355,1,0.0006,0.17588
1278,0.04216,0.06666,2,0.0006,0.17588
1279,0.03803,0.32901,2,0.0006,0.17588
1280,0.03371,0.41224,2,0.0006,0.17588
1281,0.03276,0.14762,2,0.0006,0.17588
1282,0.04073,0.07128,2,0.0006,0.17588
1283,0.03454,0.06242,2,0.0006,0.17588
1284,0.03386,0.06706,2,0.0006,0.17588
1285,0.03589,0.35218,2,0.0006,0.17588
1286,0.03505,0.08028,2,0.0006,0.17588
1287,0.04032,0.09532,2,0.0006,0.17588
1288,0.03805,0.27576,2,0.0006,0.17588
1289,0.03626,0.59874,2,0.0006,0.17588
1290,0.03648,0.35277,2,0.0006,0.17588
1291,0.03078,0.22304,2,0.0006,0.17588
1292,0.03526,0.08052,2,0.0006,0.17588
1293,0.03409,0.12822,2,0.0006,0.17588
1294,0.03855,0.20039,2,0.0006,0.17588
1295,0.03506,0.08369,2,0.0006,0.17588
1296,0.03656,0.12286,2,0.0006,0.17588
1297,0.03648,0.14889,2,0.0006,0.17588
1298,0.03504,0.39658,2,0.0006,0.17588
1299,0.03736,0.11959,2,0.0006,0.17588
1300,0.03635,0.06622,2,0.0006,0.17588
1301,0.03526,0.07231,2,0.0006,0.17588
1302,0.03414,0.2401,2,0.0006,0.17588
1303,0.03567,0.07027,2,0.0006,0.17588
1304,0.0402,0.10919,2,0.0006,0.17588
1305,0.03996,0.50682,2,0.0006,0.17588
1306,0.03613,0.06349,2,0.0006,0.17588
1307,0.03404,0.21318,2,0.0006,0.17588
1308,0.03671,0.27822,2,0.0006,0.17588
1309,0.03488,0.1012,2,0.0006,0.17588
1310,0.0346,0.26888,2,0.0006,0.17588
1311,0.03357,0.10655,2,0.0006,0.17588
1312,0.03327,0.23512,2,0.0006,0.17588
1313,0.03547,0.08815,2,0.0006,0.17588
1314,0.0334,0.07267,2,0.0006,0.17588
1315,0.03286,0.64364,2,0.0006,0.17588
1316,0.03171,0.06606,2,0.0006,0.17588
1317,0.03324,0.20492,2,0.0006,0.17588
1318,0.03444,0.0751,2,0.0006,0.17588
1319,0.03571,0.08208,2,0.0006,0.17588
1320,0.03416,0.1508,2,0.0006,0.17588
1321,0.03322,0.06669,2,0.0006,0.17588
1322,0.0343,0.15042,2,0.0006,0.17588
1323,0.03564,0.12431,2,0.0006,0.17588
1324,0.0351,0.06641,2,0.0006,0.17588
1325,0.03363,0.21955,2,0.0006,0.17588
1326,0.02981,0.05092,2,0.0006,0.17588
1327,0.03225,0.06991,2,0.0006,0.17588
1328,0.03023,0.16048,2,0.0006,0.17588
1329,0.03841,0.12639,2,0.0006,0.17588
1330,0.0392,0.14133,2,0.0006,0.17588
1331,0.03562,0.12581,2,0.0006,0.17588
1332,0.03335,0.58927,2,0.0006,0.17588
1333,0.03745,0.09442,1,0.0006,0.17588
1334,0.03701,0.62106,1,0.0006,0.17588
1335,0.03483,0.23938,1,0.0006,0.17588
1336,0.03519,0.07091,1,0.0006,0.17588
1337,0.03279,0.05798,1,0.0006,0.17588
1338,0.03371,0.12267,1,0.0006,0.17588
1339,0.03126,0.06716,1,0.0006,0.17588
1340,0.03556,0.0688,1,0.0006,0.17588
1341,0.0366,0.13035,1,0.0006,0.17588
1342,0.03721,0.26536,1,0.0006,0.17588
1343,0.03392,0.05875,1,0.0006,0.17588
1344,0.03636,0.07219,1,0.0006,0.17588
1345,0.03793,0.0607,1,0.0006,0.17588
1346,0.03947,0.13148,1,0.0006,0.17588
1347,0.03543,0.13388,1,0.0006,0.17588
1348,0.03401,0.72157,1,0.0006,0.17588
1349,0.03659,0.12627,1,0.0006,0.17588
1350,0.03504,1.04194,1,0.0006,0.17588
1351,0.03192,0.13758,1,0.0006,0.17588
1352,0.03577,0.24691,1,0.0006,0.17588
1353,0.03099,0.44118,1,0.0006,0.17588
1354,0.03143,0.06062,1,0.0006,0.17588
1355,0.03724,0.40636,1,0.0006,0.17588
1356,0.03445,0.17843,1,0.0006,0.17588
1357,0.03623,0.09307,1,0.0006,0.17588
1358,0.03585,0.15242,1,0.0006,0.17588
1359,0.03352,0.16382,1,0.0006,0.17588
1360,0.03096,0.16833,1,0.0006,0.17588
1361,0.0361,1.04229,1,0.0006,0.17588
1362,0.03304,0.25269,1,0.0006,0.17588
1363,0.03181,0.18583,1,0.0006,0.17588
1364,0.03305,0.07008,1,0.0006,0.17588
1365,0.03222,0.06295,1,0.0006,0.17588
1366,0.03343,0.06331,1,0.0006,0.17588
1367,0.03084,0.35954,1,0.0006,0.17588
1368,0.03121,0.0604,1,0.0006,0.17588
1369,0.03191,0.32775,1,0.0006,0.17588
1370,0.03163,0.06084,1,0.0006,0.17588
1371,0.03491,0.07874,1,0.0006,0.17588
1372,0.03119,0.05004,1,0.0006,0.17588
1373,0.03121,0.05472,1,0.0006,0.17588
1374,0.0413,0.08027,1,0.0006,0.17588
1375,0.0384,0.05674,1,0.0006,0.17588
1376,0.03883,0.14413,1,0.0006,0.17588
1377,0.03942,0.36287,1,0.0006,0.17588
1378,0.03763,0.09976,1,0.0006,0.17588
1379,0.03637,0.06438,1,0.0006,0.17588
1380,0.04252,0.07082,1,0.0006,0.17588
1381,0.0362,0.33541,1,0.0006,0.17588
1382,0.03578,0.07047,1,0.0006,0.17588
1383,0.03517,0.0691,1,0.0006,0.17588
1384,0.03237,0.31864,1,0.0006,0.17588
1385,0.03369,0.1089,1,0.0006,0.17588
1386,0.03138,0.07951,1,0.0006,0.17588
1387,0.03187,0.06707,1,0.0006,0.17588
1388,0.03431,0.06676,1,0.0006,0.17588
1389,0.04149,0.08462,2,0.0006,0.17588
1390,0.04338,0.05905,2,0.0006,0.17588
1391,0.03256,0.08017,2,0.0006,0.17588
1392,0.03142,0.06531,2,0.0006,0.17588
1393,0.03783,0.13774,2,0.0006,0.17588
1394,0.03421,0.07406,2,0.0006,0.17588
1395,0.03511,0.06532,2,0.0006,0.17588
1396,0.03409,0.06808,2,0.0006,0.17588
1397,0.03507,0.13956,2,0.0006,0.17588
1398,0.03821,0.35467,2,0.0006,0.17588
1399,0.03792,0.13048,2,0.0006,0.17588
1400,0.03709,0.09684,2,0.0006,0.17588
1401,0.03587,0.0844,2,0.0006,0.17588
1402,0.03081,0.08354,2,0.0006,0.17588
1403,0.03418,0.36878,2,0.0006,0.17588
1404,0.03456,0.10861,2,0.0006,0.17588
1405,0.04343,0.08641,2,0.0006,0.17588
1406,0.03822,0.05669,2,0.0006,0.17588
1407,0.03563,0.05854,2,0.0006,0.17588
1408,0.03511,0.05614,2,0.0006,0.17588
1409,0.03516,0.45294,2,0.0006,0.17588
1410,0.03848,0.11081,2,0.0006,0.17588
1411,0.03412,0.13386,2,0.0006,0.17588
1412,0.03199,0.24224,2,0.0006,0.17588
1413,0.03188,0.06789,2,0.0006,0.17588
1414,0.03527,0.17448,2,0.0006,0.17588
1415,0.04042,0.26845,2,0.0006,0.17588
1416,0.0377,0.58305,2,0.0006,0.17588
1417,0.03322,0.06007,2,0.0006,0.17588
1418,0.03338,0.09216,2,0.0006,0.17588
1419,0.0377,0.06252,2,0.0006,0.17588
1420,0.03384,0.62854,2,0.0006,0.17588
1421,0.03497,0.11904,2,0.0006,0.17588
1422,0.03397,0.04688,2,0.0006,0.17588
1423,0.03489,0.06726,2,0.0006,0.17588
1424,0.03917,0.18354,2,0.0006,0.17588
1425,0.03441,0.19596,2,0.0006,0.17588
1426,0.03385,0.19098,2,0.0006,0.17588
1427,0.0346,0.16931,2,0.0006,0.17588
1428,0.0348,0.19749,2,0.0006,0.17588
1429,0.03292,0.05765,2,0.0006,0.17588
1430,0.0351,0.21207,2,0.0006,0.17588
1431,0.03559,0.05322,2,0.0006,0.17588
1432,0.03298,0.08958,2,0.0006,0.17588
1433,0.0342,0.12722,2,0.0006,0.17588
1434,0.03598,0.1106,2,0.0006,0.17588
1435,0.03463,0.16851,2,0.0006,0.17588
1436,0.03305,0.05755,2,0.0006,0.17588
1437,0.03481,0.06575,2,0.0006,0.17588
1438,0.03358,0.07668,2,0.0006,0.17588
1439,0.03001,0.17695,2,0.0006,0.17588
1440,0.03317,0.28308,2,0.0006,0.17588
1441,0.03924,0.35433,2,0.0006,0.17588
1442,0.03254,0.06825,2,0.0006,0.17588
1443,0.03276,0.62726,2,0.0006,0.17588
1444,0.03693,0.0927,1,0.0006,0.17588
1445,0.03498,0.07873,1,0.0006,0.17588
1446,0.03486,0.06522,1,0.0006,0.17588
1447,0.03532,0.8286,1,0.0006,0.17588
1448,0.03115,0.87002,1,0.0006,0.17588
1449,0.03308,0.07315,1,0.0006,0.17588
1450,0.0322,0.07686,1,0.0006,0.17588
1451,0.03466,0.08527,1,0.0006,0.17588
1452,0.03498,0.14633,1,0.0006,0.17588
1453,0.03544,0.50078,1,0.0006,0.17588
1454,0.03506,0.19092,1,0.0006,0.17588
1455,0.03626,0.06904,1,0.0006,0.17588
1456,0.03485,0.54543,1,0.0006,0.17588
1457,0.04079,0.98287,1,0.0006,0.17588
1458,0.03808,0.11154,1,0.0006,0.17588
1459,0.03585,0.28312,1,0.0006,0.17588
1460,0.03691,0.06327,1,0.0006,0.17588
1461,0.03515,0.09259,1,0.0006,0.17588
1462,0.03383,0.06643,1,0.0006,0.17588
1463,0.03512,0.06131,1,0.0006,0.17588
1464,0.03158,0.17463,1,0.0006,0.17588
1465,0.0308,0.07453,1,0.0006,0.17588
1466,0.03503,0.67986,1,0.0006,0.17588
1467,0.03689,0.05982,1,0.0006,0.17588
1468,0.03484,0.8765,1,0.0006,0.17588
1469,0.0343,0.96486,1,0.0006,0.17588
1470,0.03146,0.7561,1,0.0006,0.17588
1471,0.03332,0.12825,1,0.0006,0.17588
1472,0.03412,0.06757,1,0.0006,0.17588
1473,0.0329,0.23451,1,0.0006,0.17588
1474,0.0309,0.07709,1,0.0006,0.17588
1475,0.03302,0.06421,1,0.0006,0.17588
1476,0.03146,0.08113,1,0.0006,0.17588
1477,0.03312,0.40982,1,0.0006,0.17588
1478,0.0309,0.06054,1,0.0006,0.17588
1479,0.03081,0.81009,1,0.0006,0.17588
1480,0.02985,0.1863,1,0.0006,0.17588
1481,0.03106,0.17356,1,0.0006,0.17588
1482,0.03184,0.05347,1,0.0006,0.17588
1483,0.03059,0.2367,1,0.0006,0.17588
1484,0.02918,0.15211,1,0.0006,0.17588
1485,0.0396,0.08921,1,0.0006,0.17588
1486,0.03672,0.1171,1,0.0006,0.17588
1487,0.03686,0.09277,1,0.0006,0.17588
1488,0.04042,1.21955,1,0.0006,0.17588
1489,0.03697,0.06335,1,0.0006,0.17588
1490,0.03514,0.07573,1,0.0006,0.17588
1491,0.04055,0.05737,1,0.0006,0.17588
1492,0.03536,0.16054,1,0.0006,0.17588
1493,0.03393,0.05771,1,0.0006,0.17588
1494,0.03678,0.33787,1,0.0006,0.17588
1495,0.03628,0.06935,1,0.0006,0.17588
1496,0.03221,0.06115,1,0.0006,0.17588
1497,0.03021,0.43533,1,0.0006,0.17588
1498,0.03521,0.0736,1,0.0006,0.17588
1499,0.03354,0.08717,1,0.0006,0.17588
1500,0.03797,0.57656,2,0.0006,0.17776
1501,0.04081,0.22368,2,0.0006,0.17776
1502,0.03334,0.1811,2,0.0006,0.17776
1503,0.03227,0.08099,2,0.0006,0.17776
1504,0.03681,0.07326,2,0.0006,0.17776
1505,0.0355,0.06497,2,0.0006,0.17776
1506,0.03503,0.32804,2,0.0006,0.17776
1507,0.03508,0.09493,2,0.0006,0.17776
1508,0.03389,0.12175,2,0.0006,0.17776
1509,0.03921,0.07642,2,0.0006,0.17776
1510,0.037,0.06874,2,0.0006,0.17776
1511,0.03588,0.06389,2,0.0006,0.17776
1512,0.03664,0.07914,2,0.0006,0.17776
1513,0.03243,0.09026,2,0.0006,0.17776
1514,0.03264,0.05798,2,0.0006,0.17776
1515,0.03424,0.06283,2,0.0006,0.17776
1516,0.04134,0.06007,2,0.0006,0.17776
1517,0.03554,0.05672,2,0.0006,0.17776
1518,0.03498,0.0698,2,0.0006,0.17776
1519,0.03543,0.31039,2,0.0006,0.17776
1520,0.03366,0.12138,2,0.0006,0.17776
1521,0.03785,0.56903,2,0.0006,0.17776
1522,0.03494,0.06283,2,0.0006,0.17776
1523,0.03321,0.13274,2,0.0006,0.17776
1524,0.03153,0.07511,2,0.0006,0.17776
1525,0.03487,0.1011,2,0.0006,0.17776
1526,0.03897,0.42621,2,0.0006,0.17776
1527,0.03663,0.53515,2,0.0006,0.17776
1528,0.03544,0.09514,2,0.0006,0.17776
1529,0.03348,0.26961,2,0.0006,0.17776
1530,0.03758,0.54025,2,0.0006,0.17776
1531,0.03512,0.07883,2,0.0006,0.17776
1532,0.03331,0.20389,2,0.0006,0.17776
1533,0.03163,0.05625,2,0.0006,0.17776
1534,0.03285,0.05576,2,0.0006,0.17776
1535,0.03351,0.07677,2,0.0006,0.17776
1536,0.0337,0.40419,2,0.0006,0.17776
1537,0.0332,0.09362,2,0.0006,0.17776
1538,0.03505,0.05922,2,0.0006,0.17776
1539,0.03254,0.29664,2,0.0006,0.17776
1540,0.03562,0.18083,2,0.0006,0.17776
1541,0.03591,0.13687,2,0.0006,0.17776
1542,0.03514,0.34934,2,0.0006,0.17776
1543,0.03367,0.27557,2,0.0006,0.17776
1544,0.03357,0.1449,2,0.0006,0.17776
1545,0.0351,0.14216,2,0.0006,0.17776
1546,0.03465,0.1968,2,0.0006,0.17776
1547,0.03228,0.51298,2,0.0006,0.17776
1548,0.03113,0.22345,2,0.0006,0.17776
1549,0.03469,0.10405,2,0.0006,0.17776
1550,0.03018,0.08104,2,0.0006,0.17776
1551,0.03757,0.30223,2,0.0006,0.17776
1552,0.04009,0.41053,2,0.0006,0.17776
1553,0.03372,0.17522,2,0.0006,0.17776
1554,0.03269,0.14428,2,0.0006,0.17776
1555,0.03699,0.06551,1,0.0006,0.17776
1556,0.03557,0.09929,1,0.0006,0.17776
1557,0.03513,0.13884,1,0.0006,0.17776
1558,0.03445,0.07314,1,0.0006,0.17776
1559,0.03356,0.11684,1,0.0006,0.17776
1560,0.03291,0.05424,1,0.0006,0.17776
1561,0.03117,0.84349,1,0.0006,0.17776
1562,0.03487,0.05522,1,0.0006,0.17776
1563,0.03259,0.09477,1,0.0006,0.17776
1564,0.03671,0.99599,1,0.0006,0.17776
1565,0.03683,0.79818,1,0.0006,0.17776
1566,0.03373,0.12215,1,0.0006,0.17776
1567,0.03653,0.50048,1,0.0006,0.17776
1568,0.03694,0.2486,1,0.0006,0.17776
1569,0.03521,0.47436,1,0.0006,0.17776
1570,0.03346,0.07274,1,0.0006,0.17776
1571,0.03564,1.09274,1,0.0006,0.17776
1572,0.03434,0.0625,1,0.0006,0.17776
1573,0.03086,0.05426,1,0.0006,0.17776
1574,0.02988,0.09228,1,0.0006,0.17776
1575,0.03423,0.06844,1,0.0006,0.17776
1576,0.032,0.05085,1,0.0006,0.17776
1577,0.03727,0.07433,1,0.0006,0.17776
1578,0.03363,0.0696,1,0.0006,0.17776
1579,0.03674,0.05776,1,0.0006,0.17776
1580,0.03361,0.06366,1,0.0006,0.17776
1581,0.03396,0.87189,1,0.0006,0.17776
1582,0.03143,0.07048,1,0.0006,0.17776
1583,0.03448,0.33372,1,0.0006,0.17776
1584,0.03215,0.05462,1,0.0006,0.17776
1585,0.0316,0.05711,1,0.0006,0.17776
1586,0.03228,0.05481,1,0.0006,0.17776
1587,0.03234,0.37064,1,0.0006,0.17776
1588,0.03163,0.32894,1,0.0006,0.17776
1589,0.03059,0.06448,1,0.0006,0.17776
1590,0.03244,0.08146,1,0.0006,0.17776
1591,0.02909,0.61092,1,0.0006,0.17776
1592,0.0314,0.41733,1,0.0006,0.17776
1593,0.03346,0.06164,1,0.0006,0.17776
1594,0.03022,0.05275,1,0.0006,0.17776
1595,0.03,0.45293,1,0.0006,0.17776
1596,0.03867,0.12459,1,0.0006,0.17776
1597,0.03723,0.05753,1,0.0006,0.17776
1598,0.03721,0.06004,1,0.0006,0.17776
1599,0.0369,0.07026,1,0.0006,0.17776
1600,0.03742,0.43395,1,0.0006,0.17776
1601,0.035,0.0557,1,0.0006,0.17776
1602,0.03907,0.16454,1,0.0006,0.17776
1603,0.03385,0.06928,1,0.0006,0.17776
1604,0.0358,0.7439,1,0.0006,0.17776
1605,0.03292,0.06897,1,0.0006,0.17776
1606,0.03702,0.76475,1,0.0006,0.17776
1607,0.03181,0.06486,1,0.0006,0.17776
1608,0.03033,0.12589,1,0.0006,0.17776
1609,0.03233,0.05637,1,0.0006,0.17776
1610,0.0303,0.07623,1,0.0006,0.17776
1611,0.04143,0.11101,2,0.0006,0.17776
1612,0.03779,0.09555,2,0.0006,0.17776
1613,0.03405,0.07196,2,0.0006,0.17776
1614,0.03205,0.10221,2,0.0006,0.17776
1615,0.03572,0.11132,2,0.0006,0.17776
1616,0.03288,0.11844,2,0.0006,0.17776
1617,0.03498,0.17024,2,0.0006,0.17776
1618,0.03485,0.11231,2,0.0006,0.17776
1619,0.03419,0.10735,2,0.0006,0.17776
1620,0.03862,0.07172,2,0.0006,0.17776
1621,0.03626,0.09164,2,0.0006,0.17776
1622,0.03733,0.15142,2,0.0006,0.17776
1623,0.03417,0.05343,2,0.0006,0.17776
1624,0.03213,0.11349,2,0.0006,0.17776
1625,0.03298,0.11572,2,0.0006,0.17776
1626,0.03367,0.17403,2,0.0006,0.17776
1627,0.03997,0.25288,2,0.0006,0.17776
1628,0.03499,0.05137,2,0.0006,0.17776
1629,0.03469,0.05831,2,0.0006,0.17776
1630,0.03645,0.17976,2,0.0006,0.17776
1631,0.03452,0.06353,2,0.0006,0.17776
1632,0.03543,0.59916,2,0.0006,0.17776
1633,0.03356,0.08139,2,0.0006,0.17776
1634,0.03167,0.05406,2,0.0006,0.17776
1635,0.03535,0.16661,2,0.0006,0.17776
1636,0.037,0.0555,2,0.0006,0.17776
1637,0.03946,0.08512,2,0.0006,0.17776
1638,0.03547,0.07886,2,0.0006,0.17776
1639,0.03592,0.06043,2,0.0006,0.17776
1640,0.03387,0.08794,2,0.0006,0.17776
1641,0.03755,0.6191,2,0.0006,0.17776
1642,0.03515,0.16637,2,0.0006,0.17776
1643,0.03706,0.20839,2,0.0006,0.17776
1644,0.0373,0.61018,2,0.0006,0.17776
1645,0.03386,0.05248,2,0.0006,0.17776
1646,0.03392,0.06844,2,0.0006,0.17776
1647,0.0348,0.09263,2,0.0006,0.17776
1648,0.03213,0.05983,2,0.0006,0.17776
1649,0.03458,0.13024,2,0.0006,0.17776
1650,0.03309,0.13981,2,0.0006,0.17776
1651,0.03205,0.37324,2,0.0006,0.17776
1652,0.03461,0.08813,2,0.0006,0.17776
1653,0.03606,0.17968,2,0.0006,0.17776
1654,0.03244,0.05866,2,0.0006,0.17776
1655,0.0361,0.05276,2,0.0006,0.17776
1656,0.03358,0.05948,2,0.0006,0.17776
1657,0.03465,0.15195,2,0.0006,0.17776
1658,0.03426,0.13722,2,0.0006,0.17776
1659,0.03386,0.14253,2,0.0006,0.17776
1660,0.03213,0.54449,2,0.0006,0.17776
1661,0.03026,0.10015,2,0.0006,0.17776
1662,0.03536,0.10229,2,0.0006,0.17776
1663,0.03912,0.06506,2,0.0006,0.17776
1664,0.03588,0.09761,2,0.0006,0.17776
1665,0.03288,0.34903,2,0.0006,0.17776
1666,0.03712,0.06688,1,0.0006,0.17776
1667,0.03701,0.07235,1,0.0006,0.17776
1668,0.03529,0.06039,1,0.0006,0.17776
1669,0.0357,0.26465,1,0.0006,0.17776
1670,0.03451,0.05238,1,0.0006,0.17776
1671,0.03446,0.16616,1,0.0006,0.17776
1672,0.03146,0.05058,1,0.0006,0.17776
1673,0.03672,0.25029,1,0.0006,0.17776
1674,0.03318,0.07571,1,0.0006,0.17776
1675,0.03543,0.40029,1,0.0006,0.17776
1676,0.0364,0.7872,1,0.0006,0.17776
1677,0.03528,0.07636,1,0.0006,0.17776
1678,0.03526,0.06908,1,0.0006,0.17776
1679,0.0371,0.3382,1,0.0006,0.17776
1680,0.03481,0.12213,1,0.0006,0.17776
1681,0.03329,0.05694,1,0.0006,0.17776
1682,0.03664,0.12342,1,0.0006,0.17776
1683,0.03485,0.06119,1,0.0006,0.17776
1684,0.03352,0.13377,1,0.0006,0.17776
1685,0.03208,0.06401,1,0.0006,0.17776
1686,0.03201,0.78949,1,0.0006,0.17776
1687,0.03324,0.08397,1,0.0006,0.17776
1688,0.03503,0.04988,1,0.0006,0.17776
1689,0.03512,0.40496,1,0.0006,0.17776
1690,0.03738,0.06469,1,0.0006,0.17776
1691,0.03362,0.08326,1,0.0006,0.17776
1692,0.03134,0.69852,1,0.0006,0.17776
1693,0.03158,0.07721,1,0.0006,0.17776
1694,0.03215,0.06498,1,0.0006,0.17776
1695,0.03248,0.06592,1,0.0006,0.17776
1696,0.0313,0.11662,1,0.0006,0.17776
1697,0.03384,0.11546,1,0.0006,0.17776
1698,0.03122,0.39015,1,0.0006,0.17776
1699,0.03094,0.08391,1,0.0006,0.17776
1700,0.02941,0.28389,1,0.0006,0.17776
1701,0.03125,0.11903,1,0.0006,0.17776
1702,0.02878,0.06071,1,0.0006,0.17776
1703,0.02927,0.0703,1,0.0006,0.17776
1704,0.03525,0.06825,1,0.0006,0.17776
1705,0.03223,0.08418,1,0.0006,0.17776
1706,0.02913,0.07496,1,0.0006,0.17776
1707,0.03872,0.0828,1,0.0006,0.17776
1708,0.03606,0.4108,1,0.0006,0.17776
1709,0.036,0.25005,1,0.0006,0.17776
1710,0.04079,0.11959,1,0.0006,0.17776
1711,0.03517,0.06906,1,0.0006,0.17776
1712,0.03445,0.07081,1,0.0006,0.17776
1713,0.03955,0.06387,1,0.0006,0.17776
1714,0.03342,0.05617,1,0.0006,0.17776
1715,0.03436,0.05773,1,0.0006,0.17776
1716,0.03902,1.89923,1,0.0006,0.17776
1717,0.03762,0.1289,1,0.0006,0.17776
1718,0.03126,0.06797,1,0.0006,0.17776
1719,0.03034,0.15902,1,0.0006,0.17776
1720,0.03069,1.00538,1,0.0006,0.17776
1721,0.03019,0.2272,1,0.0006,0.17776
1722,0.04466,0.17736,2,0.0006,0.17776
1723,0.05014,0.39569,2,0.0006,0.17776
1724,0.03199,0.1684,2,0.0006,0.17776
1725,0.03218,0.08995,2,0.0006,0.17776
1726,0.03557,0.17397,2,0.0006,0.17776
1727,0.03566,0.06533,2,0.0006,0.17776
1728,0.03616,0.94714,2,0.0006,0.17776
1729,0.03269,0.08404,2,0.0006,0.17776
1730,0.034,0.12947,2,0.0006,0.17776
1731,0.03922,0.1765,2,0.0006,0.17776
1732,0.04264,0.05592,2,0.0006,0.17776
1733,0.03637,0.30784,2,0.0006,0.17776
1734,0.03709,0.15317,2,0.0006,0.17776
1735,0.0316,0.50048,2,0.0006,0.17776
1736,0.03232,0.21468,2,0.0006,0.17776
1737,0.03375,0.35331,2,0.0006,0.17776
1738,0.0414,0.13846,2,0.0006,0.17776
1739,0.0371,0.163,2,0.0006,0.17776
1740,0.03561,0.21806,2,0.0006,0.17776
1741,0.03405,0.23268,2,0.0006,0.17776
1742,0.03493,0.13808,2,0.0006,0.17776
1743,0.03737,0.12518,2,0.0006,0.17776
1744,0.03336,0.31441,2,0.0006,0.17776
1745,0.03163,0.09403,2,0.0006,0.17776
1746,0.03393,0.15552,2,0.0006,0.17776
1747,0.03722,0.12767,2,0.0006,0.17776
1748,0.0398,0.10473,2,0.0006,0.17776
1749,0.03657,0.08501,2,0.0006,0.17776
1750,0.03278,0.27479,2,0.0006,0.17776
1751,0.03361,0.8016,2,0.0006,0.17776
1752,0.03773,0.14888,2,0.0006,0.17776
1753,0.0344,0.23473,2,0.0006,0.17776
1754,0.03835,0.1676,2,0.0006,0.17776
1755,0.03113,0.09079,2,0.0006,0.17776
1756,0.03253,0.05418,2,0.0006,0.17776
1757,0.03543,0.06525,2,0.0006,0.17776
1758,0.03233,0.18197,2,0.0006,0.17776
1759,0.03269,0.14596,2,0.0006,0.17776
1760,0.03582,0.0502,2,0.0006,0.17776
1761,0.03086,0.06093,2,0.0006,0.17776
1762,0.03612,0.19149,2,0.0006,0.17776
1763,0.03367,0.08495,2,0.0006,0.17776
1764,0.03303,0.36592,2,0.0006,0.17776
1765,0.03505,0.05754,2,0.0006,0.17776
1766,0.03353,0.05852,2,0.0006,0.17776
1767,0.03475,0.07493,2,0.0006,0.17776
1768,0.034,0.62704,2,0.0006,0.17776
1769,0.03237,0.07012,2,0.0006,0.17776
1770,0.03199,0.0484,2,0.0006,0.17776
1771,0.0341,0.12151,2,0.0006,0.17776
1772,0.0304,0.06868,2,0.0006,0.17776
1773,0.03724,0.12805,2,0.0006,0.17776
1774,0.04035,0.20653,2,0.0006,0.17776
1775,0.03591,0.11925,2,0.0006,0.17776
1776,0.03108,0.06003,2,0.0006,0.17776
1777,0.03657,0.09001,1,0.0006,0.17776
1778,0.03554,0.06505,1,0.0006,0.17776
1779,0.03373,0.05739,1,0.0006,0.17776
1780,0.03407,0.05631,1,0.0006,0.17776
1781,0.03391,0.05516,1,0.0006,0.17776
1782,0.03148,0.05347,1,0.0006,0.17776
1783,0.03369,0.06103,1,0.0006,0.17776
1784,0.0358,0.07662,1,0.0006,0.17776
1785,0.03409,0.0637,1,0.0006,0.17776
1786,0.03565,0.23931,1,0.0006,0.17776
1787,0.03531,0.05953,1,0.0006,0.17776
1788,0.03607,0.05686,1,0.0006,0.17776
1789,0.03403,0.05897,1,0.0006,0.17776
1790,0.03768,0.23172,1,0.0006,0.17776
1791,0.0345,0.05199,1,0.0006,0.17776
1792,0.03334,0.09149,1,0.0006,0.17776
1793,0.0357,0.05343,1,0.0006,0.17776
