step,aux_mel_loss,mel_loss,batch_size,lr,val_loss
663,0.03683,0.10771,2,0.0006,0.34285
664,0.03952,0.62943,2,0.0006,0.34285
665,0.03725,0.24722,2,0.0006,0.34285
666,0.03758,0.2803,2,0.0006,0.34285
667,0.0413,0.11151,1,0.0006,0.34285
668,0.03955,0.13188,1,0.0006,0.34285
669,0.03743,0.07743,1,0.0006,0.34285
670,0.03826,0.08229,1,0.0006,0.34285
671,0.03706,0.07813,1,0.0006,0.34285
672,0.03448,0.06141,1,0.0006,0.34285
673,0.0385,0.46483,1,0.0006,0.34285
674,0.03719,0.12156,1,0.0006,0.34285
675,0.03602,0.07585,1,0.0006,0.34285
676,0.03793,0.09852,1,0.0006,0.34285
677,0.03841,0.07096,1,0.0006,0.34285
678,0.0379,0.10479,1,0.0006,0.34285
679,0.04059,0.09037,1,0.0006,0.34285
680,0.04201,0.16642,1,0.0006,0.34285
681,0.03893,0.12613,1,0.0006,0.34285
682,0.03684,0.41592,1,0.0006,0.34285
683,0.03909,0.12097,1,0.0006,0.34285
684,0.03786,0.16875,1,0.0006,0.34285
685,0.03556,0.08555,1,0.0006,0.34285
686,0.03773,0.12226,1,0.0006,0.34285
687,0.0352,0.30233,1,0.0006,0.34285
688,0.03418,0.06827,1,0.0006,0.34285
689,0.03743,0.06533,1,0.0006,0.34285
690,0.04019,0.29968,1,0.0006,0.34285
691,0.03865,0.5015,1,0.0006,0.34285
692,0.03905,0.09963,1,0.0006,0.34285
693,0.03628,0.10013,1,0.0006,0.34285
694,0.03373,0.12853,1,0.0006,0.34285
695,0.03639,0.10437,1,0.0006,0.34285
696,0.03571,0.31852,1,0.0006,0.34285
697,0.0351,1.00364,1,0.0006,0.34285
698,0.0384,0.08052,1,0.0006,0.34285
699,0.03925,0.12859,1,0.0006,0.34285
700,0.03556,0.10457,1,0.0006,0.34285
701,0.03628,0.11212,1,0.0006,0.34285
702,0.03456,0.07608,1,0.0006,0.34285
703,0.03673,0.12649,1,0.0006,0.34285
704,0.03517,0.3112,1,0.0006,0.34285
705,0.03396,0.09273,1,0.0006,0.34285
706,0.03394,0.13338,1,0.0006,0.34285
707,0.03471,0.20023,1,0.0006,0.34285
708,0.04435,0.0902,1,0.0006,0.34285
709,0.04268,0.11456,1,0.0006,0.34285
710,0.04002,0.07759,1,0.0006,0.34285
711,0.04125,0.14805,1,0.0006,0.34285
712,0.03857,0.16426,1,0.0006,0.34285
713,0.03763,0.11595,1,0.0006,0.34285
714,0.04391,0.06922,1,0.0006,0.34285
715,0.0356,0.86739,1,0.0006,0.34285
716,0.03811,0.08466,1,0.0006,0.34285
717,0.0391,0.07179,1,0.0006,0.34285
718,0.03889,0.30893,1,0.0006,0.34285
719,0.03657,0.38203,1,0.0006,0.34285
720,0.03518,0.14175,1,0.0006,0.34285
721,0.03395,0.119,1,0.0006,0.34285
722,0.0352,0.08365,1,0.0006,0.34285
723,0.04562,0.15851,2,0.0006,0.34285
724,0.0487,0.18552,2,0.0006,0.34285
725,0.03679,0.094,2,0.0006,0.34285
726,0.03797,0.15027,2,0.0006,0.34285
727,0.03793,0.17299,2,0.0006,0.34285
728,0.03774,0.57156,2,0.0006,0.34285
729,0.03965,0.07453,2,0.0006,0.34285
730,0.04165,0.66451,2,0.0006,0.34285
731,0.03814,0.42906,2,0.0006,0.34285
732,0.04269,0.20271,2,0.0006,0.34285
733,0.04287,0.25474,2,0.0006,0.34285
734,0.03988,0.29291,2,0.0006,0.34285
735,0.04222,0.09237,2,0.0006,0.34285
736,0.03486,0.07357,2,0.0006,0.34285
737,0.03747,0.12224,2,0.0006,0.34285
738,0.03589,0.21543,2,0.0006,0.34285
739,0.04638,0.10249,2,0.0006,0.34285
740,0.04019,0.53688,2,0.0006,0.34285
741,0.03902,0.42442,2,0.0006,0.34285
742,0.04159,0.15348,2,0.0006,0.34285
743,0.03946,0.14949,2,0.0006,0.34285
744,0.04678,0.08335,2,0.0006,0.34285
745,0.03835,0.14453,2,0.0006,0.34285
746,0.0369,0.31467,2,0.0006,0.34285
747,0.0374,0.22872,2,0.0006,0.34285
748,0.03792,0.5501,2,0.0006,0.34285
749,0.04203,0.52132,2,0.0006,0.34285
750,0.0402,0.08037,2,0.0006,0.34285
751,0.03741,0.16518,2,0.0006,0.34285
752,0.03784,0.20769,2,0.0006,0.34285
753,0.04297,0.15115,2,0.0006,0.34285
754,0.03759,0.10523,2,0.0006,0.34285
755,0.03942,0.07614,2,0.0006,0.34285
756,0.03722,0.40787,2,0.0006,0.34285
757,0.03741,0.07037,2,0.0006,0.34285
758,0.03941,0.35711,2,0.0006,0.34285
759,0.03828,0.12725,2,0.0006,0.34285
760,0.036,0.07715,2,0.0006,0.34285
761,0.03737,0.08264,2,0.0006,0.34285
762,0.03727,0.13419,2,0.0006,0.34285
763,0.04148,0.07393,2,0.0006,0.34285
764,0.04345,0.10364,2,0.0006,0.34285
765,0.04234,0.09704,2,0.0006,0.34285
766,0.03915,0.09167,2,0.0006,0.34285
767,0.03833,0.67842,2,0.0006,0.34285
768,0.03809,0.18398,2,0.0006,0.34285
769,0.03822,0.07609,2,0.0006,0.34285
770,0.03714,0.09905,2,0.0006,0.34285
771,0.0361,0.0798,2,0.0006,0.34285
772,0.03528,0.19383,2,0.0006,0.34285
773,0.0338,0.14113,2,0.0006,0.34285
774,0.03896,0.293,2,0.0006,0.34285
775,0.03928,0.34986,2,0.0006,0.34285
776,0.03826,0.0771,2,0.0006,0.34285
777,0.03701,0.15758,2,0.0006,0.34285
778,0.03945,0.06941,1,0.0006,0.34285
779,0.03854,0.0857,1,0.0006,0.34285
780,0.0374,0.07313,1,0.0006,0.34285
781,0.03876,0.06597,1,0.0006,0.34285
782,0.03519,0.06901,1,0.0006,0.34285
783,0.03358,0.09468,1,0.0006,0.34285
784,0.03643,0.0697,1,0.0006,0.34285
785,0.03672,0.08779,1,0.0006,0.34285
786,0.03638,0.20982,1,0.0006,0.34285
787,0.03874,0.25263,1,0.0006,0.34285
788,0.03664,0.27301,1,0.0006,0.34285
789,0.03864,0.13646,1,0.0006,0.34285
790,0.03837,0.15499,1,0.0006,0.34285
791,0.03908,0.08224,1,0.0006,0.34285
792,0.03747,0.075,1,0.0006,0.34285
793,0.03579,0.09379,1,0.0006,0.34285
794,0.03892,0.07575,1,0.0006,0.34285
795,0.03747,0.07766,1,0.0006,0.34285
796,0.03672,0.09507,1,0.0006,0.34285
797,0.03494,0.05732,1,0.0006,0.34285
798,0.03486,0.08595,1,0.0006,0.34285
799,0.03316,0.2405,1,0.0006,0.34285
800,0.03952,0.10511,1,0.0006,0.34285
801,0.03774,0.13029,1,0.0006,0.34285
802,0.03528,1.11079,1,0.0006,0.34285
803,0.0384,0.06904,1,0.0006,0.34285
804,0.03584,0.10156,1,0.0006,0.34285
805,0.03326,0.71024,1,0.0006,0.34285
806,0.03666,0.07766,1,0.0006,0.34285
807,0.0356,0.2043,1,0.0006,0.34285
808,0.03385,0.06948,1,0.0006,0.34285
809,0.03835,0.07323,1,0.0006,0.34285
810,0.03653,0.07211,1,0.0006,0.34285
811,0.03662,0.10319,1,0.0006,0.34285
812,0.03339,0.13536,1,0.0006,0.34285
813,0.03456,0.12837,1,0.0006,0.34285
814,0.03253,0.09505,1,0.0006,0.34285
815,0.03248,0.143,1,0.0006,0.34285
816,0.03545,0.11485,1,0.0006,0.34285
817,0.03242,0.12815,1,0.0006,0.34285
818,0.0326,0.49632,1,0.0006,0.34285
819,0.04008,0.08452,1,0.0006,0.34285
820,0.04252,0.62387,1,0.0006,0.34285
821,0.04004,0.08137,1,0.0006,0.34285
822,0.04084,0.45169,1,0.0006,0.34285
823,0.03825,0.0815,1,0.0006,0.34285
824,0.03942,0.07993,1,0.0006,0.34285
825,0.03897,0.24952,1,0.0006,0.34285
826,0.03462,0.90385,1,0.0006,0.34285
827,0.04387,0.15129,1,0.0006,0.34285
828,0.03969,0.09335,1,0.0006,0.34285
829,0.03546,0.7712,1,0.0006,0.34285
830,0.03462,0.23732,1,0.0006,0.34285
831,0.03994,0.43797,1,0.0006,0.34285
832,0.0352,0.22047,1,0.0006,0.34285
833,0.03304,0.07724,1,0.0006,0.34285
834,0.04554,0.19887,2,0.0006,0.34285
835,0.0479,0.13093,2,0.0006,0.34285
836,0.0385,0.07315,2,0.0006,0.34285
837,0.03596,0.45544,2,0.0006,0.34285
838,0.03894,0.10307,2,0.0006,0.34285
839,0.03619,0.30927,2,0.0006,0.34285
840,0.03592,0.06932,2,0.0006,0.34285
841,0.03918,0.09478,2,0.0006,0.34285
842,0.03777,0.15016,2,0.0006,0.34285
843,0.03983,0.56602,2,0.0006,0.34285
844,0.04012,0.53836,2,0.0006,0.34285
845,0.04025,0.17794,2,0.0006,0.34285
846,0.03625,0.18613,2,0.0006,0.34285
847,0.03409,0.2864,2,0.0006,0.34285
848,0.03743,0.38665,2,0.0006,0.34285
849,0.03522,0.25989,2,0.0006,0.34285
850,0.04552,0.12877,2,0.0006,0.34285
851,0.03842,0.16979,2,0.0006,0.34285
852,0.03621,0.2848,2,0.0006,0.34285
853,0.03823,0.19638,2,0.0006,0.34285
854,0.03735,0.10637,2,0.0006,0.34285
855,0.03967,0.13556,2,0.0006,0.34285
856,0.03668,0.3983,2,0.0006,0.34285
857,0.04225,0.18947,2,0.0006,0.34285
858,0.03382,0.07561,2,0.0006,0.34285
859,0.03594,0.35177,2,0.0006,0.34285
860,0.04132,0.15828,2,0.0006,0.34285
861,0.03894,0.08616,2,0.0006,0.34285
862,0.03686,0.16182,2,0.0006,0.34285
863,0.03608,0.31657,2,0.0006,0.34285
864,0.04323,0.37362,2,0.0006,0.34285
865,0.03419,0.68116,2,0.0006,0.34285
866,0.03842,0.0736,2,0.0006,0.34285
867,0.03723,0.06848,2,0.0006,0.34285
868,0.03892,0.43144,2,0.0006,0.34285
869,0.03593,0.07779,2,0.0006,0.34285
870,0.036,0.06277,2,0.0006,0.34285
871,0.03461,0.11507,2,0.0006,0.34285
872,0.03662,0.23008,2,0.0006,0.34285
873,0.03725,0.061,2,0.0006,0.34285
874,0.03696,0.10362,2,0.0006,0.34285
875,0.04349,0.18254,2,0.0006,0.34285
876,0.04024,0.07067,2,0.0006,0.34285
877,0.03692,0.14746,2,0.0006,0.34285
878,0.037,0.13392,2,0.0006,0.34285
879,0.03706,0.14559,2,0.0006,0.34285
880,0.03667,0.52571,2,0.0006,0.34285
881,0.04172,0.07193,2,0.0006,0.34285
882,0.03421,0.08969,2,0.0006,0.34285
883,0.03418,0.08454,2,0.0006,0.34285
884,0.03351,0.0963,2,0.0006,0.34285
885,0.04073,0.05595,2,0.0006,0.34285
886,0.04406,0.11398,2,0.0006,0.34285
887,0.04627,0.0713,2,0.0006,0.34285
888,0.04215,0.09799,2,0.0006,0.34285
889,0.04046,0.13582,1,0.0006,0.34285
890,0.03873,0.12102,1,0.0006,0.34285
891,0.03778,0.07117,1,0.0006,0.34285
892,0.03745,0.103,1,0.0006,0.34285
893,0.0354,0.08954,1,0.0006,0.34285
894,0.03402,0.0581,1,0.0006,0.34285
895,0.03775,0.51172,1,0.0006,0.34285
896,0.03796,0.06461,1,0.0006,0.34285
897,0.03701,0.08548,1,0.0006,0.34285
898,0.03808,0.06952,1,0.0006,0.34285
899,0.03669,0.54139,1,0.0006,0.34285
900,0.03865,0.07778,1,0.0006,0.34285
901,0.04142,1.03834,1,0.0006,0.34285
902,0.04184,0.06697,1,0.0006,0.34285
903,0.03803,0.12355,1,0.0006,0.34285
904,0.03657,0.0699,1,0.0006,0.34285
905,0.0404,0.06635,1,0.0006,0.34285
906,0.03744,0.0961,1,0.0006,0.34285
907,0.03771,0.40361,1,0.0006,0.34285
908,0.03565,0.07321,1,0.0006,0.34285
909,0.03436,0.10318,1,0.0006,0.34285
910,0.03253,0.14821,1,0.0006,0.34285
911,0.03726,0.14344,1,0.0006,0.34285
912,0.03656,0.14547,1,0.0006,0.34285
913,0.03828,0.07873,1,0.0006,0.34285
914,0.03971,0.42309,1,0.0006,0.34285
915,0.03723,0.06881,1,0.0006,0.34285
916,0.0336,0.13688,1,0.0006,0.34285
917,0.03644,0.07537,1,0.0006,0.34285
918,0.03496,0.08262,1,0.0006,0.34285
919,0.03452,0.07832,1,0.0006,0.34285
920,0.0383,0.15748,1,0.0006,0.34285
921,0.03535,0.21425,1,0.0006,0.34285
922,0.03489,0.14171,1,0.0006,0.34285
923,0.03293,0.10836,1,0.0006,0.34285
924,0.03102,0.13684,1,0.0006,0.34285
925,0.03269,0.0902,1,0.0006,0.34285
926,0.03359,0.38076,1,0.0006,0.34285
927,0.03717,0.90445,1,0.0006,0.34285
928,0.03277,0.06049,1,0.0006,0.34285
929,0.03252,0.07835,1,0.0006,0.34285
930,0.04129,0.20524,1,0.0006,0.34285
931,0.03883,0.35575,1,0.0006,0.34285
932,0.04008,0.12862,1,0.0006,0.34285
933,0.04296,0.21602,1,0.0006,0.34285
934,0.03796,0.10508,1,0.0006,0.34285
935,0.03724,0.16104,1,0.0006,0.34285
936,0.04029,0.12677,1,0.0006,0.34285
937,0.03505,0.08888,1,0.0006,0.34285
938,0.03704,0.39831,1,0.0006,0.34285
939,0.04049,0.96855,1,0.0006,0.34285
940,0.03652,0.06895,1,0.0006,0.34285
941,0.03462,0.33119,1,0.0006,0.34285
942,0.03478,0.12398,1,0.0006,0.34285
943,0.03347,0.55276,1,0.0006,0.34285
944,0.03171,0.29246,1,0.0006,0.34285
945,0.04329,0.1344,2,0.0006,0.34285
946,0.04663,0.14363,2,0.0006,0.34285
947,0.03516,0.16106,2,0.0006,0.34285
948,0.03426,0.49468,2,0.0006,0.34285
949,0.0397,0.24841,2,0.0006,0.34285
950,0.03718,0.16461,2,0.0006,0.34285
951,0.03544,0.52533,2,0.0006,0.34285
952,0.03601,0.17138,2,0.0006,0.34285
953,0.03516,0.10039,2,0.0006,0.34285
954,0.03914,0.33065,2,0.0006,0.34285
955,0.04204,0.23235,2,0.0006,0.34285
956,0.0365,0.09864,2,0.0006,0.34285
957,0.03766,0.13998,2,0.0006,0.34285
958,0.03252,0.2531,2,0.0006,0.34285
959,0.03529,0.16235,2,0.0006,0.34285
960,0.03454,0.1178,2,0.0006,0.34285
961,0.04209,0.09092,2,0.0006,0.34285
962,0.03858,0.09711,2,0.0006,0.34285
963,0.03654,0.81277,2,0.0006,0.34285
964,0.03869,0.36886,2,0.0006,0.34285
965,0.0351,0.16839,2,0.0006,0.34285
966,0.03892,0.39522,2,0.0006,0.34285
967,0.03546,0.41986,2,0.0006,0.34285
968,0.0373,0.08826,2,0.0006,0.34285
969,0.0352,0.13125,2,0.0006,0.34285
970,0.03612,0.12761,2,0.0006,0.34285
971,0.04061,0.15246,2,0.0006,0.34285
972,0.03806,0.13311,2,0.0006,0.34285
973,0.03683,0.33408,2,0.0006,0.34285
974,0.03475,0.13439,2,0.0006,0.34285
975,0.03691,0.07761,2,0.0006,0.34285
976,0.03592,0.0656,2,0.0006,0.34285
977,0.03765,0.55095,2,0.0006,0.34285
978,0.0372,0.06673,2,0.0006,0.34285
979,0.03574,0.43874,2,0.0006,0.34285
980,0.03614,0.17375,2,0.0006,0.34285
981,0.03666,0.06253,2,0.0006,0.34285
982,0.0349,0.08756,2,0.0006,0.34285
983,0.03635,0.22791,2,0.0006,0.34285
984,0.03825,0.16583,2,0.0006,0.34285
985,0.03617,0.11804,2,0.0006,0.34285
986,0.03809,0.36233,2,0.0006,0.34285
987,0.0394,0.24047,2,0.0006,0.34285
988,0.03491,0.06994,2,0.0006,0.34285
989,0.03687,0.11622,2,0.0006,0.34285
990,0.03837,0.07597,2,0.0006,0.34285
991,0.03641,0.13503,2,0.0006,0.34285
992,0.03489,0.17024,2,0.0006,0.34285
993,0.03569,0.52577,2,0.0006,0.34285
994,0.03374,0.50449,2,0.0006,0.34285
995,0.03123,0.18749,2,0.0006,0.34285
996,0.03748,0.07077,2,0.0006,0.34285
997,0.04154,0.14681,2,0.0006,0.34285
998,0.03835,0.12361,2,0.0006,0.34285
999,0.03536,0.21569,2,0.0006,0.34285
1000,0.03761,0.34135,1,0.0006,0.17588
1001,0.03934,0.06106,1,0.0006,0.17588
1002,0.036,0.06116,1,0.0006,0.17588
1003,0.03833,0.51502,1,0.0006,0.17588
1004,0.04013,0.10229,1,0.0006,0.17588
1005,0.03666,0.05939,1,0.0006,0.17588
1006,0.03581,0.13115,1,0.0006,0.17588
1007,0.03721,0.09971,1,0.0006,0.17588
1008,0.0382,1.05101,1,0.0006,0.17588
1009,0.03923,0.09788,1,0.0006,0.17588
1010,0.03966,0.12322,1,0.0006,0.17588
1011,0.0393,0.65891,1,0.0006,0.17588
1012,0.03793,0.07937,1,0.0006,0.17588
1013,0.03865,0.11362,1,0.0006,0.17588
1014,0.03618,0.09539,1,0.0006,0.17588
1015,0.03517,0.06295,1,0.0006,0.17588
1016,0.03834,0.12648,1,0.0006,0.17588
1017,0.0373,0.31249,1,0.0006,0.17588
1018,0.03497,0.37284,1,0.0006,0.17588
1019,0.03517,0.99685,1,0.0006,0.17588
1020,0.03305,0.23225,1,0.0006,0.17588
1021,0.03761,1.07382,1,0.0006,0.17588
1022,0.03748,0.10785,1,0.0006,0.17588
1023,0.03506,0.08724,1,0.0006,0.17588
1024,0.03604,0.08777,1,0.0006,0.17588
1025,0.03671,0.09202,1,0.0006,0.17588
1026,0.0339,0.05762,1,0.0006,0.17588
1027,0.03405,0.54357,1,0.0006,0.17588
1028,0.03551,0.07399,1,0.0006,0.17588
1029,0.03435,0.67895,1,0.0006,0.17588
1030,0.03451,0.06646,1,0.0006,0.17588
1031,0.03666,0.07308,1,0.0006,0.17588
1032,0.03337,0.38104,1,0.0006,0.17588
1033,0.03381,0.07534,1,0.0006,0.17588
1034,0.03274,0.08575,1,0.0006,0.17588
1035,0.03288,0.15661,1,0.0006,0.17588
1036,0.03177,0.06221,1,0.0006,0.17588
1037,0.03065,0.0969,1,0.0006,0.17588
1038,0.03668,0.08164,1,0.0006,0.17588
1039,0.03178,0.13547,1,0.0006,0.17588
1040,0.03165,0.06047,1,0.0006,0.17588
1041,0.03927,0.11011,1,0.0006,0.17588
1042,0.03947,0.82535,1,0.0006,0.17588
1043,0.03741,0.06723,1,0.0006,0.17588
1044,0.03945,0.095,1,0.0006,0.17588
1045,0.03803,0.21269,1,0.0006,0.17588
1046,0.03872,0.0893,1,0.0006,0.17588
1047,0.03983,0.06663,1,0.0006,0.17588
1048,0.03596,0.19049,1,0.0006,0.17588
1049,0.03851,0.7573,1,0.0006,0.17588
1050,0.03832,0.07437,1,0.0006,0.17588
1051,0.03314,0.11631,1,0.0006,0.17588
1052,0.03446,0.63148,1,0.0006,0.17588
1053,0.03324,0.07584,1,0.0006,0.17588
1054,0.03125,0.0703,1,0.0006,0.17588
1055,0.03647,0.09722,1,0.0006,0.17588
1056,0.04222,0.33461,2,0.0006,0.17588
1057,0.04414,0.36002,2,0.0006,0.17588
1058,0.0349,0.13185,2,0.0006,0.17588
1059,0.03391,0.12011,2,0.0006,0.17588
1060,0.03644,0.07927,2,0.0006,0.17588
1061,0.03428,0.11221,2,0.0006,0.17588
1062,0.03532,0.13118,2,0.0006,0.17588
1063,0.03916,0.41159,2,0.0006,0.17588
1064,0.03549,0.12956,2,0.0006,0.17588
1065,0.04005,0.08333,2,0.0006,0.17588
1066,0.04048,0.40146,2,0.0006,0.17588
1067,0.03724,0.10984,2,0.0006,0.17588
1068,0.03733,0.15521,2,0.0006,0.17588
1069,0.03276,0.09801,2,0.0006,0.17588
1070,0.0369,0.10422,2,0.0006,0.17588
1071,0.03582,0.08226,2,0.0006,0.17588
1072,0.03712,0.32277,2,0.0006,0.17588
1073,0.03558,0.57975,2,0.0006,0.17588
1074,0.03588,0.54589,2,0.0006,0.17588
1075,0.03714,0.11324,2,0.0006,0.17588
1076,0.03559,0.07811,2,0.0006,0.17588
1077,0.0391,0.12089,2,0.0006,0.17588
1078,0.03432,0.24469,2,0.0006,0.17588
1079,0.03512,0.10013,2,0.0006,0.17588
1080,0.03429,0.06783,2,0.0006,0.17588
1081,0.03586,0.37688,2,0.0006,0.17588
1082,0.04087,0.23806,2,0.0006,0.17588
1083,0.03828,0.11747,2,0.0006,0.17588
1084,0.03524,0.06489,2,0.0006,0.17588
1085,0.03472,0.0845,2,0.0006,0.17588
1086,0.03885,0.28333,2,0.0006,0.17588
1087,0.03765,0.0891,2,0.0006,0.17588
1088,0.04043,0.11353,2,0.0006,0.17588
1089,0.03596,0.44088,2,0.0006,0.17588
1090,0.03665,0.14498,2,0.0006,0.17588
1091,0.03599,0.18463,2,0.0006,0.17588
1092,0.03587,0.15315,2,0.0006,0.17588
1093,0.03462,0.08228,2,0.0006,0.17588
1094,0.0359,0.05684,2,0.0006,0.17588
1095,0.03834,0.06011,2,0.0006,0.17588
1096,0.03683,0.32524,2,0.0006,0.17588
1097,0.0389,0.07402,2,0.0006,0.17588
1098,0.03851,0.06848,2,0.0006,0.17588
1099,0.03558,0.06144,2,0.0006,0.17588
1100,0.03556,0.09854,2,0.0006,0.17588
1101,0.03599,0.1348,2,0.0006,0.17588
1102,0.0375,0.06049,2,0.0006,0.17588
1103,0.03545,0.12202,2,0.0006,0.17588
1104,0.03331,0.10918,2,0.0006,0.17588
1105,0.03287,0.25922,2,0.0006,0.17588
1106,0.03131,0.26942,2,0.0006,0.17588
1107,0.03414,0.11135,2,0.0006,0.17588
1108,0.03876,0.14488,2,0.0006,0.17588
1109,0.03721,0.17784,2,0.0006,0.17588
1110,0.03479,0.26795,2,0.0006,0.17588
1111,0.03786,0.27971,1,0.0006,0.17588
1112,0.03677,0.20268,1,0.0006,0.17588
1113,0.03595,0.10696,1,0.0006,0.17588
1114,0.0354,0.06623,1,0.0006,0.17588
1115,0.03573,0.08192,1,0.0006,0.17588
1116,0.0336,0.06861,1,0.0006,0.17588
1117,0.0336,0.57302,1,0.0006,0.17588
1118,0.03471,0.06252,1,0.0006,0.17588
1119,0.03771,0.12589,1,0.0006,0.17588
1120,0.03589,0.05985,1,0.0006,0.17588
1121,0.03868,0.06391,1,0.0006,0.17588
1122,0.03767,0.07618,1,0.0006,0.17588
1123,0.03781,0.67749,1,0.0006,0.17588
1124,0.03953,0.18688,1,0.0006,0.17588
1125,0.03688,0.08234,1,0.0006,0.17588
1126,0.03601,0.08895,1,0.0006,0.17588
1127,0.03673,0.22057,1,0.0006,0.17588
1128,0.03605,0.06432,1,0.0006,0.17588
1129,0.03252,0.07258,1,0.0006,0.17588
1130,0.03998,0.21449,1,0.0006,0.17588
1131,0.03392,0.24449,1,0.0006,0.17588
1132,0.03177,0.19574,1,0.0006,0.17588
1133,0.03576,0.06399,1,0.0006,0.17588
1134,0.03572,0.6625,1,0.0006,0.17588
1135,0.03677,0.06549,1,0.0006,0.17588
1136,0.03931,0.12816,1,0.0006,0.17588
1137,0.03621,0.17695,1,0.0006,0.17588
1138,0.03425,0.32884,1,0.0006,0.17588
1139,0.03834,0.06816,1,0.0006,0.17588
1140,0.03475,0.15361,1,0.0006,0.17588
1141,0.03336,0.16681,1,0.0006,0.17588
1142,0.03312,0.06428,1,0.0006,0.17588
1143,0.03389,0.06388,1,0.0006,0.17588
1144,0.03417,0.06285,1,0.0006,0.17588
1145,0.03108,0.12608,1,0.0006,0.17588
1146,0.03098,0.20115,1,0.0006,0.17588
1147,0.03108,0.07623,1,0.0006,0.17588
1148,0.02992,0.0588,1,0.0006,0.17588
1149,0.03622,0.10876,1,0.0006,0.17588
1150,0.0305,0.14927,1,0.0006,0.17588
1151,0.03008,0.60441,1,0.0006,0.17588
1152,0.04007,1.05689,1,0.0006,0.17588
1153,0.03914,0.12193,1,0.0006,0.17588
1154,0.03792,0.06814,1,0.0006,0.17588
1155,0.03831,0.07199,1,0.0006,0.17588
1156,0.03674,0.07433,1,0.0006,0.17588
1157,0.03807,0.08907,1,0.0006,0.17588
1158,0.03846,0.07725,1,0.0006,0.17588
1159,0.03508,0.13235,1,0.0006,0.17588
1160,0.04166,0.10775,1,0.0006,0.17588
1161,0.03636,0.21351,1,0.0006,0.17588
1162,0.03483,0.06639,1,0.0006,0.17588
1163,0.03246,0.25344,1,0.0006,0.17588
1164,0.03239,0.07094,1,0.0006,0.17588
1165,0.03351,0.50389,1,0.0006,0.17588
1166,0.03266,0.0653,1,0.0006,0.17588
1167,0.04193,0.1373,2,0.0006,0.17588
1168,0.04031,0.25425,2,0.0006,0.17588
1169,0.03367,0.1926,2,0.0006,0.17588
1170,0.03353,0.56503,2,0.0006,0.17588
1171,0.03722,0.06589,2,0.0006,0.17588
1172,0.03541,0.13398,2,0.0006,0.17588
1173,0.03608,0.18287,2,0.0006,0.17588
1174,0.03633,0.241,2,0.0006,0.17588
1175,0.03482,0.14955,2,0.0006,0.17588
1176,0.0413,0.07109,2,0.0006,0.17588
1177,0.03896,0.06848,2,0.0006,0.17588
1178,0.03725,0.07487,2,0.0006,0.17588
1179,0.03545,0.13381,2,0.0006,0.17588
1180,0.0323,0.06585,2,0.0006,0.17588
1181,0.03601,0.10221,2,0.0006,0.17588
1182,0.03593,0.17356,2,0.0006,0.17588
1183,0.04056,0.15266,2,0.0006,0.17588
1184,0.03519,0.11057,2,0.0006,0.17588
1185,0.03727,0.08939,2,0.0006,0.17588
1186,0.03533,0.48394,2,0.0006,0.17588
1187,0.03639,0.30595,2,0.0006,0.17588
1188,0.04099,0.09188,2,0.0006,0.17588
1189,0.03489,0.14446,2,0.0006,0.17588
1190,0.03853,0.22917,2,0.0006,0.17588
1191,0.03428,0.18179,2,0.0006,0.17588
1192,0.03537,0.34305,2,0.0006,0.17588
1193,0.04081,0.13244,2,0.0006,0.17588
1194,0.03805,0.10092,2,0.0006,0.17588
1195,0.03828,0.2901,2,0.0006,0.17588
1196,0.03567,0.58242,2,0.0006,0.17588
1197,0.03812,0.07153,2,0.0006,0.17588
1198,0.03393,0.08699,2,0.0006,0.17588
1199,0.03416,0.1102,2,0.0006,0.17588
1200,0.03371,0.0711,2,0.0006,0.17588
1201,0.0371,0.36106,2,0.0006,0.17588
1202,0.03647,0.31731,2,0.0006,0.17588
1203,0.0343,0.07909,2,0.0006,0.17588
1204,0.03465,0.23805,2,0.0006,0.17588
1205,0.03702,0.06032,2,0.0006,0.17588
1206,0.03659,0.50036,2,0.0006,0.17588
1207,0.03488,0.22087,2,0.0006,0.17588
1208,0.0364,0.17448,2,0.0006,0.17588
1209,0.034,0.13295,2,0.0006,0.17588
1210,0.03331,0.63886,2,0.0006,0.17588
1211,0.03515,0.09324,2,0.0006,0.17588
1212,0.03717,0.11764,2,0.0006,0.17588
1213,0.03486,0.41745,2,0.0006,0.17588
1214,0.03324,0.54116,2,0.0006,0.17588
1215,0.03184,0.2566,2,0.0006,0.17588
1216,0.03326,0.12939,2,0.0006,0.17588
1217,0.03066,0.06813,2,0.0006,0.17588
1218,0.04131,0.16052,2,0.0006,0.17588
1219,0.03939,0.1092,2,0.0006,0.17588
1220,0.03973,0.17984,2,0.0006,0.17588
1221,0.03571,0.10493,2,0.0006,0.17588
1222,0.03736,0.06071,1,0.0006,0.17588
1223,0.03835,0.07544,1,0.0006,0.17588
1224,0.03669,0.07523,1,0.0006,0.17588
1225,0.03585,0.08087,1,0.0006,0.17588
1226,0.0365,0.05628,1,0.0006,0.17588
1227,0.03196,0.05137,1,0.0006,0.17588
1228,0.034,0.06377,1,0.0006,0.17588
1229,0.03757,0.38057,1,0.0006,0.17588
1230,0.0339,0.08242,1,0.0006,0.17588
1231,0.03892,0.06301,1,0.0006,0.17588
1232,0.03526,0.61299,1,0.0006,0.17588
1233,0.03611,0.07136,1,0.0006,0.17588
1234,0.03559,0.59333,1,0.0006,0.17588
