step,time,drone_x,drone_y,drone_z,beam_x,beam_y,beam_z,human_danger,mission_progress,free_energy,tau_factor,position_error
217,0.4340,-0.0066,0.0028,1.6472,2.0000,0.0000,3.9957,0.0000,0.3875,1.266261,1.0000,3.0626
218,0.4360,-0.0067,0.0029,1.6481,2.0000,0.0000,3.9957,0.0000,0.3875,1.266261,1.0000,3.0627
219,0.4380,-0.0068,0.0029,1.6489,2.0000,0.0000,3.9957,0.0000,0.3875,1.266261,1.0000,3.0627
220,0.4400,-0.0069,0.0030,1.6498,2.0000,0.0000,3.9957,0.0000,0.3874,1.266261,1.0000,3.0628
221,0.4420,-0.0070,0.0030,1.6506,2.0000,0.0000,3.9957,0.0000,0.3874,1.260841,1.0000,3.0629
222,0.4440,-0.0071,0.0031,1.6515,2.0000,0.0000,3.9956,0.0000,0.3874,1.260841,1.0000,3.0630
223,0.4460,-0.0073,0.0031,1.6523,2.0000,0.0000,3.9956,0.0000,0.3874,1.260841,1.0000,3.0630
224,0.4480,-0.0074,0.0032,1.6532,2.0000,0.0000,3.9956,0.0000,0.3874,1.260841,1.0000,3.0631
225,0.4500,-0.0075,0.0032,1.6540,2.0000,0.0000,3.9956,0.0000,0.3874,1.260841,1.0000,3.0632
226,0.4520,-0.0076,0.0033,1.6549,2.0000,0.0000,3.9956,0.0000,0.3874,1.260841,1.0000,3.0632
227,0.4540,-0.0077,0.0033,1.6557,2.0000,0.0000,3.9955,0.0000,0.3873,1.260841,1.0000,3.0633
228,0.4560,-0.0079,0.0034,1.6566,2.0000,0.0000,3.9955,0.0000,0.3873,1.260841,1.0000,3.0633
229,0.4580,-0.0080,0.0034,1.6574,2.0000,0.0000,3.9955,0.0000,0.3873,1.260841,1.0000,3.0634
230,0.4600,-0.0081,0.0035,1.6582,2.0000,0.0000,3.9955,0.0000,0.3873,1.260841,1.0000,3.0634
231,0.4620,-0.0082,0.0035,1.6591,2.0000,0.0000,3.9955,0.0000,0.3873,1.260841,1.0000,3.0635
232,0.4640,-0.0084,0.0036,1.6599,2.0000,0.0000,3.9954,0.0000,0.3873,1.260841,1.0000,3.0635
233,0.4660,-0.0085,0.0036,1.6607,2.0000,0.0000,3.9954,0.0000,0.3873,1.260841,1.0000,3.0636
234,0.4680,-0.0086,0.0037,1.6615,2.0000,0.0000,3.9954,0.0000,0.3873,1.260841,1.0000,3.0636
235,0.4700,-0.0088,0.0037,1.6624,2.0000,0.0000,3.9954,0.0000,0.3873,1.260841,1.0000,3.0637
236,0.4720,-0.0089,0.0038,1.6632,2.0000,0.0000,3.9954,0.0000,0.3873,1.260841,1.0000,3.0637
237,0.4740,-0.0090,0.0038,1.6640,2.0000,0.0000,3.9954,0.0000,0.3872,1.260841,1.0000,3.0638
238,0.4760,-0.0092,0.0039,1.6648,2.0000,0.0000,3.9953,0.0000,0.3872,1.260841,1.0000,3.0638
239,0.4780,-0.0093,0.0040,1.6656,2.0000,0.0000,3.9953,0.0000,0.3872,1.260841,1.0000,3.0639
240,0.4800,-0.0095,0.0040,1.6664,2.0000,0.0000,3.9953,0.0000,0.3872,1.260841,1.0000,3.0639
241,0.4820,-0.0096,0.0041,1.6672,2.0000,0.0000,3.9953,0.0000,0.3872,1.256128,1.0000,3.0639
242,0.4840,-0.0097,0.0041,1.6680,2.0000,0.0000,3.9953,0.0000,0.3872,1.256128,1.0000,3.0640
243,0.4860,-0.0099,0.0042,1.6688,2.0000,0.0000,3.9952,0.0000,0.3872,1.256128,1.0000,3.0640
244,0.4880,-0.0100,0.0043,1.6696,2.0000,0.0000,3.9952,0.0000,0.3872,1.256128,1.0000,3.0640
245,0.4900,-0.0102,0.0043,1.6703,2.0000,0.0000,3.9952,0.0000,0.3872,1.256128,1.0000,3.0640
246,0.4920,-0.0103,0.0044,1.6711,2.0000,0.0000,3.9952,0.0000,0.3872,1.256128,1.0000,3.0641
247,0.4940,-0.0105,0.0044,1.6719,2.0000,0.0000,3.9952,0.0000,0.3872,1.256128,1.0000,3.0641
248,0.4960,-0.0106,0.0045,1.6727,2.0000,0.0000,3.9951,0.0000,0.3872,1.256128,1.0000,3.0641
249,0.4980,-0.0108,0.0046,1.6734,2.0000,0.0000,3.9951,0.0000,0.3872,1.256128,1.0000,3.0641
250,0.5000,-0.0110,0.0046,1.6742,2.0000,0.0000,3.9951,0.0000,0.3872,1.256128,1.0000,3.0641
251,0.5020,-0.0111,0.0047,1.6750,2.0000,0.0000,3.9951,0.0000,0.3872,1.256128,1.0000,3.0642
252,0.5040,-0.0113,0.0048,1.6757,2.0000,0.0000,3.9951,0.0000,0.3872,1.256128,1.0000,3.0642
253,0.5060,-0.0114,0.0048,1.6765,2.0000,0.0000,3.9950,0.0000,0.3872,1.256128,1.0000,3.0642
254,0.5080,-0.0116,0.0049,1.6772,2.0000,0.0000,3.9950,0.0000,0.3872,1.256128,1.0000,3.0642
255,0.5100,-0.0118,0.0049,1.6780,2.0000,0.0000,3.9950,0.0000,0.3872,1.256128,1.0000,3.0642
256,0.5120,-0.0119,0.0050,1.6787,2.0000,0.0000,3.9950,0.0000,0.3872,1.256128,1.0000,3.0642
257,0.5140,-0.0121,0.0051,1.6794,2.0000,0.0000,3.9950,0.0000,0.3872,1.256128,1.0000,3.0642
258,0.5160,-0.0123,0.0052,1.6802,2.0000,0.0000,3.9949,0.0000,0.3872,1.256128,1.0000,3.0642
259,0.5180,-0.0124,0.0052,1.6809,2.0000,0.0000,3.9949,0.0000,0.3872,1.256128,1.0000,3.0642
260,0.5200,-0.0126,0.0053,1.6816,2.0000,0.0000,3.9949,0.0000,0.3872,1.256128,1.0000,3.0642
261,0.5220,-0.0128,0.0054,1.6823,2.0000,0.0000,3.9949,0.0000,0.3872,1.251643,1.0000,3.0641
262,0.5240,-0.0130,0.0054,1.6830,2.0000,0.0000,3.9949,0.0000,0.3872,1.251643,1.0000,3.0641
263,0.5260,-0.0132,0.0055,1.6838,2.0000,0.0000,3.9948,0.0000,0.3872,1.251643,1.0000,3.0641
264,0.5280,-0.0133,0.0056,1.6845,2.0000,0.0000,3.9948,0.0000,0.3872,1.251643,1.0000,3.0641
265,0.5300,-0.0135,0.0056,1.6852,2.0000,0.0000,3.9948,0.0000,0.3872,1.251643,1.0000,3.0641
266,0.5320,-0.0137,0.0057,1.6859,2.0000,0.0000,3.9948,0.0000,0.3872,1.251643,1.0000,3.0640
267,0.5340,-0.0139,0.0058,1.6865,2.0000,0.0000,3.9948,0.0000,0.3872,1.251643,1.0000,3.0640
268,0.5360,-0.0141,0.0059,1.6872,2.0000,0.0000,3.9947,0.0000,0.3872,1.251643,1.0000,3.0640
269,0.5380,-0.0143,0.0059,1.6879,2.0000,0.0000,3.9947,0.0000,0.3872,1.251643,1.0000,3.0640
270,0.5400,-0.0145,0.0060,1.6886,2.0000,0.0000,3.9947,0.0000,0.3872,1.251643,1.0000,3.0639
271,0.5420,-0.0147,0.0061,1.6893,2.0000,0.0000,3.9947,0.0000,0.3872,1.251643,1.0000,3.0639
272,0.5440,-0.0148,0.0062,1.6899,2.0000,0.0000,3.9947,0.0000,0.3872,1.251643,1.0000,3.0638
273,0.5460,-0.0150,0.0063,1.6906,2.0000,0.0000,3.9946,0.0000,0.3872,1.251643,1.0000,3.0638
274,0.5480,-0.0152,0.0063,1.6912,2.0000,0.0000,3.9946,0.0000,0.3872,1.251643,1.0000,3.0638
275,0.5500,-0.0154,0.0064,1.6919,2.0000,0.0000,3.9946,0.0000,0.3873,1.251643,1.0000,3.0637
276,0.5520,-0.0157,0.0065,1.6925,2.0000,0.0000,3.9946,0.0000,0.3873,1.251643,1.0000,3.0637
277,0.5540,-0.0159,0.0066,1.6932,2.0000,0.0000,3.9946,0.0000,0.3873,1.251643,1.0000,3.0636
278,0.5560,-0.0161,0.0067,1.6938,2.0000,0.0000,3.9945,0.0000,0.3873,1.251643,1.0000,3.0635
279,0.5580,-0.0163,0.0067,1.6944,2.0000,0.0000,3.9945,0.0000,0.3873,1.251643,1.0000,3.0635
280,0.5600,-0.0165,0.0068,1.6951,2.0000,0.0000,3.9945,0.0000,0.3873,1.251643,1.0000,3.0634
281,0.5620,-0.0167,0.0069,1.6957,2.0000,0.0000,3.9945,0.0000,0.3873,1.247157,1.0000,3.0634
282,0.5640,-0.0169,0.0070,1.6963,2.0000,0.0000,3.9945,0.0000,0.3873,1.247157,1.0000,3.0633
283,0.5660,-0.0171,0.0071,1.6969,2.0000,0.0000,3.9944,0.0000,0.3874,1.247157,1.0000,3.0632
284,0.5680,-0.0173,0.0072,1.6975,2.0000,0.0000,3.9944,0.0000,0.3874,1.247157,1.0000,3.0631
285,0.5700,-0.0176,0.0072,1.6981,2.0000,0.0000,3.9944,0.0000,0.3874,1.247157,1.0000,3.0631
286,0.5720,-0.0178,0.0073,1.6987,2.0000,0.0000,3.9944,0.0000,0.3874,1.247157,1.0000,3.0630
287,0.5740,-0.0180,0.0074,1.6993,2.0000,0.0000,3.9944,0.0000,0.3874,1.247157,1.0000,3.0629
288,0.5760,-0.0182,0.0075,1.6999,2.0000,0.0000,3.9943,0.0000,0.3874,1.247157,1.0000,3.0628
289,0.5780,-0.0185,0.0076,1.7005,2.0000,0.0000,3.9943,0.0000,0.3875,1.247157,1.0000,3.0627
290,0.5800,-0.0187,0.0077,1.7010,2.0000,0.0000,3.9943,0.0000,0.3875,1.247157,1.0000,3.0626
291,0.5820,-0.0189,0.0078,1.7016,2.0000,0.0000,3.9943,0.0000,0.3875,1.247157,1.0000,3.0625
292,0.5840,-0.0192,0.0079,1.7022,2.0000,0.0000,3.9943,0.0000,0.3875,1.247157,1.0000,3.0624
293,0.5860,-0.0194,0.0080,1.7027,2.0000,0.0000,3.9943,0.0000,0.3875,1.247157,1.0000,3.0623
294,0.5880,-0.0196,0.0081,1.7033,2.0000,0.0000,3.9942,0.0000,0.3876,1.247157,1.0000,3.0622
295,0.5900,-0.0199,0.0082,1.7038,2.0000,0.0000,3.9942,0.0000,0.3876,1.247157,1.0000,3.0621
296,0.5920,-0.0201,0.0082,1.7043,2.0000,0.0000,3.9942,0.0000,0.3876,1.247157,1.0000,3.0620
297,0.5940,-0.0204,0.0083,1.7049,2.0000,0.0000,3.9942,0.0000,0.3876,1.247157,1.0000,3.0619
298,0.5960,-0.0206,0.0084,1.7054,2.0000,0.0000,3.9942,0.0000,0.3876,1.247157,1.0000,3.0618
299,0.5980,-0.0209,0.0085,1.7059,2.0000,0.0000,3.9941,0.0000,0.3877,1.247157,1.0000,3.0616
300,0.6000,-0.0211,0.0086,1.7064,2.0000,0.0000,3.9941,0.6999,0.3877,1.247157,1.0000,3.0526
301,0.6020,-0.0214,0.0087,1.7069,2.0000,0.0000,3.9941,0.7005,0.3877,9.251976,0.5000,3.0524
302,0.6040,-0.0216,0.0088,1.7074,2.0000,0.0000,3.9940,0.7012,0.3878,9.251976,0.5000,3.0521
303,0.6060,-0.0219,0.0089,1.7079,2.0000,0.0000,3.9938,0.7019,0.3878,9.251976,0.5000,3.0518
304,0.6080,-0.0222,0.0090,1.7084,2.0000,0.0000,3.9936,0.7025,0.3878,9.251976,0.5000,3.0515
305,0.6100,-0.0224,0.0091,1.7089,2.0000,0.0000,3.9934,0.7032,0.3878,9.251976,0.5000,3.0511
306,0.6120,-0.0227,0.0092,1.7094,2.0000,0.0000,3.9932,0.7039,0.3879,9.251976,0.5000,3.0508
307,0.6140,-0.0230,0.0093,1.7098,2.0000,0.0000,3.9929,0.7045,0.3879,9.251976,0.5000,3.0504
308,0.6160,-0.0232,0.0094,1.7103,2.0000,0.0000,3.9925,0.7052,0.3879,9.251976,0.5000,3.0499
309,0.6180,-0.0235,0.0095,1.7108,2.0000,0.0000,3.9922,0.7059,0.3880,9.251976,0.5000,3.0495
310,0.6200,-0.0238,0.0097,1.7112,2.0000,0.0000,3.9918,0.7065,0.3880,9.251976,0.5000,3.0490
311,0.6220,-0.0240,0.0098,1.7117,2.0000,0.0000,3.9913,0.7072,0.3880,9.251976,0.5000,3.0486
312,0.6240,-0.0243,0.0099,1.7121,2.0000,0.0000,3.9908,0.7079,0.3881,9.251976,0.5000,3.0480
313,0.6260,-0.0246,0.0100,1.7125,2.0000,0.0000,3.9903,0.7085,0.3881,9.251976,0.5000,3.0475
314,0.6280,-0.0249,0.0101,1.7130,2.0000,0.0000,3.9897,0.7092,0.3881,9.251976,0.5000,3.0469
315,0.6300,-0.0252,0.0102,1.7134,2.0000,0.0000,3.9891,0.7099,0.3882,9.251976,0.5000,3.0464
316,0.6320,-0.0255,0.0103,1.7138,2.0000,0.0000,3.9885,0.7105,0.3882,9.251976,0.5000,3.0458
317,0.6340,-0.0258,0.0104,1.7142,2.0000,0.0000,3.9878,0.7112,0.3882,9.251976,0.5000,3.0451
318,0.6360,-0.0261,0.0105,1.7147,2.0000,0.0000,3.9871,0.7119,0.3883,9.251976,0.5000,3.0445
319,0.6380,-0.0263,0.0106,1.7151,2.0000,0.0000,3.9863,0.7125,0.3883,9.251976,0.5000,3.0438
320,0.6400,-0.0266,0.0108,1.7155,2.0000,0.0000,3.9855,0.7132,0.3884,9.251976,0.5000,3.0431
321,0.6420,-0.0270,0.0109,1.7159,2.0000,0.0000,3.9846,0.7139,0.3884,9.433401,0.5000,3.0424
322,0.6440,-0.0273,0.0110,1.7163,2.0000,0.0000,3.9838,0.7145,0.3884,9.433401,0.5000,3.0416
323,0.6460,-0.0276,0.0111,1.7167,2.0000,0.0000,3.9828,0.7152,0.3885,9.433401,0.5000,3.0408
324,0.6480,-0.0279,0.0112,1.7170,2.0000,0.0000,3.9819,0.7159,0.3885,9.433401,0.5000,3.0400
325,0.6500,-0.0282,0.0113,1.7174,2.0000,0.0000,3.9809,0.7165,0.3886,9.433401,0.5000,3.0392
326,0.6520,-0.0285,0.0115,1.7178,2.0000,0.0000,3.9798,0.7172,0.3886,9.433401,0.5000,3.0384
327,0.6540,-0.0288,0.0116,1.7182,2.0000,0.0000,3.9788,0.7179,0.3886,9.433401,0.5000,3.0375
328,0.6560,-0.0291,0.0117,1.7185,2.0000,0.0000,3.9776,0.7185,0.3887,9.433401,0.5000,3.0366
329,0.6580,-0.0295,0.0118,1.7189,2.0000,0.0000,3.9765,0.7192,0.3887,9.433401,0.5000,3.0357
330,0.6600,-0.0298,0.0120,1.7193,2.0000,0.0000,3.9753,0.7199,0.3888,9.433401,0.5000,3.0348
331,0.6620,-0.0301,0.0121,1.7196,2.0000,0.0000,3.9740,0.7205,0.3888,9.433401,0.5000,3.0338
332,0.6640,-0.0304,0.0122,1.7200,2.0000,0.0000,3.9728,0.7212,0.3889,9.433401,0.5000,3.0328
333,0.6660,-0.0308,0.0123,1.7203,2.0000,0.0000,3.9715,0.7219,0.3889,9.433401,0.5000,3.0318
334,0.6680,-0.0311,0.0125,1.7207,2.0000,0.0000,3.9701,0.7225,0.3890,9.433401,0.5000,3.0308
335,0.6700,-0.0315,0.0126,1.7210,2.0000,0.0000,3.9687,0.7232,0.3890,9.433401,0.5000,3.0297
336,0.6720,-0.0318,0.0127,1.7214,2.0000,0.0000,3.9673,0.7239,0.3891,9.433401,0.5000,3.0286
337,0.6740,-0.0322,0.0129,1.7217,2.0000,0.0000,3.9658,0.7245,0.3891,9.433401,0.5000,3.0275
338,0.6760,-0.0325,0.0130,1.7220,2.0000,0.0000,3.9643,0.7252,0.3892,9.433401,0.5000,3.0264
339,0.6780,-0.0329,0.0131,1.7224,2.0000,0.0000,3.9627,0.7259,0.3892,9.433401,0.5000,3.0252
340,0.6800,-0.0332,0.0133,1.7227,2.0000,0.0000,3.9612,0.7265,0.3893,9.433401,0.5000,3.0241
341,0.6820,-0.0336,0.0134,1.7230,2.0000,0.0000,3.9595,0.7272,0.3893,8.702855,0.5000,3.0229
342,0.6840,-0.0339,0.0135,1.7233,2.0000,0.0000,3.9579,0.7279,0.3894,8.702855,0.5000,3.0216
343,0.6860,-0.0343,0.0137,1.7236,2.0000,0.0000,3.9562,0.7285,0.3895,8.702855,0.5000,3.0204
344,0.6880,-0.0347,0.0138,1.7239,2.0000,0.0000,3.9544,0.7292,0.3895,8.702855,0.5000,3.0191
345,0.6900,-0.0350,0.0139,1.7243,2.0000,0.0000,3.9526,0.7299,0.3896,8.702855,0.5000,3.0178
346,0.6920,-0.0354,0.0141,1.7246,2.0000,0.0000,3.9508,0.7305,0.3896,8.702855,0.5000,3.0165
347,0.6940,-0.0358,0.0142,1.7249,2.0000,0.0000,3.9489,0.7312,0.3897,8.702855,0.5000,3.0151
348,0.6960,-0.0362,0.0144,1.7252,2.0000,0.0000,3.9470,0.7319,0.3897,8.702855,0.5000,3.0138
349,0.6980,-0.0365,0.0145,1.7255,2.0000,0.0000,3.9451,0.7325,0.3898,8.702855,0.5000,3.0124
350,0.7000,-0.0369,0.0147,1.7258,2.0000,0.0000,3.9431,0.7332,0.3899,8.702855,0.5000,3.0110
351,0.7020,-0.0373,0.0148,1.7261,2.0000,0.0000,3.9411,0.7339,0.3899,8.702855,0.5000,3.0095
352,0.7040,-0.0377,0.0150,1.7263,2.0000,0.0000,3.9390,0.7345,0.3900,8.702855,0.5000,3.0081
353,0.7060,-0.0381,0.0151,1.7266,2.0000,0.0000,3.9369,0.7352,0.3900,8.702855,0.5000,3.0066
354,0.7080,-0.0385,0.0152,1.7269,2.0000,0.0000,3.9348,0.7359,0.3901,8.702855,0.5000,3.0051
355,0.7100,-0.0389,0.0154,1.7272,2.0000,0.0000,3.9326,0.7365,0.3902,8.702855,0.5000,3.0035
356,0.7120,-0.0393,0.0156,1.7275,2.0000,0.0000,3.9304,0.7372,0.3902,8.702855,0.5000,3.0020
357,0.7140,-0.0397,0.0157,1.7278,2.0000,0.0000,3.9281,0.7379,0.3903,8.702855,0.5000,3.0004
358,0.7160,-0.0401,0.0159,1.7280,2.0000,0.0000,3.9258,0.7385,0.3904,8.702855,0.5000,2.9988
359,0.7180,-0.0406,0.0160,1.7283,2.0000,0.0000,3.9235,0.7392,0.3904,8.702855,0.5000,2.9972
360,0.7200,-0.0410,0.0162,1.7286,2.0000,0.0000,3.9211,0.7399,0.3905,8.702855,0.5000,2.9955
361,0.7220,-0.0414,0.0163,1.7289,2.0000,0.0000,3.9187,0.7405,0.3906,8.715420,0.5000,2.9938
362,0.7240,-0.0418,0.0165,1.7291,2.0000,0.0000,3.9163,0.7412,0.3907,8.715420,0.5000,2.9922
363,0.7260,-0.0423,0.0167,1.7294,2.0000,0.0000,3.9138,0.7419,0.3907,8.715420,0.5000,2.9904
364,0.7280,-0.0427,0.0168,1.7297,2.0000,0.0000,3.9113,0.7425,0.3908,8.715420,0.5000,2.9887
365,0.7300,-0.0431,0.0170,1.7299,2.0000,0.0000,3.9087,0.7432,0.3909,8.715420,0.5000,2.9869
366,0.7320,-0.0436,0.0172,1.7302,2.0000,0.0000,3.9061,0.7439,0.3909,8.715420,0.5000,2.9851
367,0.7340,-0.0440,0.0173,1.7305,2.0000,0.0000,3.9034,0.7445,0.3910,8.715420,0.5000,2.9833
368,0.7360,-0.0445,0.0175,1.7307,2.0000,0.0000,3.9007,0.7452,0.3911,8.715420,0.5000,2.9815
369,0.7380,-0.0449,0.0177,1.7310,2.0000,0.0000,3.8980,0.7459,0.3912,8.715420,0.5000,2.9796
370,0.7400,-0.0454,0.0178,1.7312,2.0000,0.0000,3.8952,0.7465,0.3912,8.715420,0.5000,2.9777
371,0.7420,-0.0459,0.0180,1.7315,2.0000,0.0000,3.8924,0.7472,0.3913,8.715420,0.5000,2.9758
372,0.7440,-0.0463,0.0182,1.7317,2.0000,0.0000,3.8896,0.7479,0.3914,8.715420,0.5000,2.9739
373,0.7460,-0.0468,0.0183,1.7320,2.0000,0.0000,3.8867,0.7485,0.3915,8.715420,0.5000,2.9720
374,0.7480,-0.0473,0.0185,1.7323,2.0000,0.0000,3.8838,0.7492,0.3916,8.715420,0.5000,2.9700
375,0.7500,-0.0477,0.0187,1.7325,2.0000,0.0000,3.8808,0.7499,0.3916,8.715420,0.5000,2.9680
376,0.7520,-0.0482,0.0189,1.7328,2.0000,0.0000,3.8778,0.7505,0.3917,8.715420,0.5000,2.9660
377,0.7540,-0.0487,0.0191,1.7330,2.0000,0.0000,3.8748,0.7512,0.3918,8.715420,0.5000,2.9639
378,0.7560,-0.0492,0.0192,1.7333,2.0000,0.0000,3.8717,0.7518,0.3919,8.715420,0.5000,2.9619
379,0.7580,-0.0497,0.0194,1.7335,2.0000,0.0000,3.8686,0.7525,0.3920,8.715420,0.5000,2.9598
380,0.7600,-0.0502,0.0196,1.7338,2.0000,0.0000,3.8654,0.7532,0.3920,8.715420,0.5000,2.9577
381,0.7620,-0.0507,0.0198,1.7340,2.0000,0.0000,3.8622,0.7538,0.3921,8.697239,0.5000,2.9555
382,0.7640,-0.0512,0.0200,1.7343,2.0000,0.0000,3.8590,0.7545,0.3922,8.697239,0.5000,2.9534
383,0.7660,-0.0517,0.0202,1.7345,2.0000,0.0000,3.8557,0.7552,0.3923,8.697239,0.5000,2.9512
384,0.7680,-0.0522,0.0204,1.7348,2.0000,0.0000,3.8524,0.7558,0.3924,8.697239,0.5000,2.9490
385,0.7700,-0.0527,0.0206,1.7350,2.0000,0.0000,3.8491,0.7565,0.3925,8.697239,0.5000,2.9468
386,0.7720,-0.0533,0.0208,1.7353,2.0000,0.0000,3.8457,0.7572,0.3926,8.697239,0.5000,2.9445
387,0.7740,-0.0538,0.0209,1.7355,2.0000,0.0000,3.8422,0.7578,0.3927,8.697239,0.5000,2.9423
388,0.7760,-0.0543,0.0211,1.7357,2.0000,0.0000,3.8388,0.7585,0.3927,8.697239,0.5000,2.9400
389,0.7780,-0.0549,0.0213,1.7360,2.0000,0.0000,3.8353,0.7592,0.3928,8.697239,0.5000,2.9377
390,0.7800,-0.0554,0.0215,1.7362,2.0000,0.0000,3.8317,0.7598,0.3929,8.697239,0.5000,2.9353
391,0.7820,-0.0559,0.0217,1.7365,2.0000,0.0000,3.8281,0.7605,0.3930,8.697239,0.5000,2.9330
392,0.7840,-0.0565,0.0220,1.7367,2.0000,0.0000,3.8245,0.7612,0.3931,8.697239,0.5000,2.9306
393,0.7860,-0.0570,0.0222,1.7370,2.0000,0.0000,3.8208,0.7618,0.3932,8.697239,0.5000,2.9282
394,0.7880,-0.0576,0.0224,1.7372,2.0000,0.0000,3.8171,0.7625,0.3933,8.697239,0.5000,2.9258
395,0.7900,-0.0582,0.0226,1.7375,2.0000,0.0000,3.8134,0.7632,0.3934,8.697239,0.5000,2.9233
396,0.7920,-0.0587,0.0228,1.7377,2.0000,0.0000,3.8096,0.7638,0.3935,8.697239,0.5000,2.9209
397,0.7940,-0.0593,0.0230,1.7380,2.0000,0.0000,3.8058,0.7645,0.3936,8.697239,0.5000,2.9184
398,0.7960,-0.0599,0.0232,1.7382,2.0000,0.0000,3.8019,0.7652,0.3937,8.697239,0.5000,2.9159
399,0.7980,-0.0604,0.0234,1.7385,2.0000,0.0000,3.7980,0.7658,0.3938,8.697239,0.5000,2.9134
400,0.8000,-0.0610,0.0236,1.7387,2.0000,0.0000,3.7941,0.7665,0.3939,8.697239,0.5000,2.9108
401,0.8020,-0.0616,0.0239,1.7390,2.0000,0.0000,3.7901,0.7672,0.3940,8.775933,0.5000,2.9082
402,0.8040,-0.0622,0.0241,1.7392,2.0000,0.0000,3.7861,0.7678,0.3941,8.775933,0.5000,2.9057
403,0.8060,-0.0628,0.0243,1.7395,2.0000,0.0000,3.7820,0.7685,0.3942,8.775933,0.5000,2.9030
404,0.8080,-0.0634,0.0245,1.7398,2.0000,0.0000,3.7779,0.7692,0.3943,8.775933,0.5000,2.9004
405,0.8100,-0.0640,0.0247,1.7400,2.0000,0.0000,3.7738,0.7698,0.3944,8.775933,0.5000,2.8978
406,0.8120,-0.0646,0.0250,1.7403,2.0000,0.0000,3.7696,0.7705,0.3945,8.775933,0.5000,2.8951
407,0.8140,-0.0653,0.0252,1.7405,2.0000,0.0000,3.7654,0.7711,0.3946,8.775933,0.5000,2.8924
408,0.8160,-0.0659,0.0254,1.7408,2.0000,0.0000,3.7611,0.7718,0.3947,8.775933,0.5000,2.8897
409,0.8180,-0.0665,0.0257,1.7410,2.0000,0.0000,3.7568,0.7725,0.3949,8.775933,0.5000,2.8870
410,0.8200,-0.0671,0.0259,1.7413,2.0000,0.0000,3.7525,0.7731,0.3950,8.775933,0.5000,2.8842
411,0.8220,-0.0678,0.0261,1.7416,2.0000,0.0000,3.7481,0.7738,0.3951,8.775933,0.5000,2.8814
412,0.8240,-0.0684,0.0264,1.7418,2.0000,0.0000,3.7437,0.7745,0.3952,8.775933,0.5000,2.8787
413,0.8260,-0.0691,0.0266,1.7421,2.0000,0.0000,3.7393,0.7751,0.3953,8.775933,0.5000,2.8759
414,0.8280,-0.0697,0.0269,1.7424,2.0000,0.0000,3.7348,0.7758,0.3954,8.775933,0.5000,2.8730
415,0.8300,-0.0704,0.0271,1.7426,2.0000,0.0000,3.7303,0.7765,0.3955,8.775933,0.5000,2.8702
416,0.8320,-0.0711,0.0274,1.7429,2.0000,0.0000,3.7257,0.7771,0.3956,8.775933,0.5000,2.8673
417,0.8340,-0.0717,0.0276,1.7432,2.0000,0.0000,3.7211,0.7778,0.3958,8.775933,0.5000,2.8644
418,0.8360,-0.0724,0.0279,1.7435,2.0000,0.0000,3.7165,0.7785,0.3959,8.775933,0.5000,2.8615
419,0.8380,-0.0731,0.0281,1.7438,2.0000,0.0000,3.7118,0.7791,0.3960,8.775933,0.5000,2.8586
420,0.8400,-0.0738,0.0284,1.7440,2.0000,0.0000,3.7070,0.7798,0.3961,8.775933,0.5000,2.8557
421,0.8420,-0.0745,0.0286,1.7443,2.0000,0.0000,3.7023,0.7805,0.3962,8.906300,0.5000,2.8527
422,0.8440,-0.0752,0.0289,1.7446,2.0000,0.0000,3.6975,0.7811,0.3963,8.906300,0.5000,2.8497
423,0.8460,-0.0759,0.0291,1.7449,2.0000,0.0000,3.6926,0.7818,0.3965,8.906300,0.5000,2.8467
424,0.8480,-0.0766,0.0294,1.7452,2.0000,0.0000,3.6878,0.7825,0.3966,8.906300,0.5000,2.8437
425,0.8500,-0.0773,0.0297,1.7455,2.0000,0.0000,3.6828,0.7831,0.3967,8.906300,0.5000,2.8407
426,0.8520,-0.0780,0.0299,1.7458,2.0000,0.0000,3.6779,0.7838,0.3968,8.906300,0.5000,2.8376
427,0.8540,-0.0787,0.0302,1.7461,2.0000,0.0000,3.6729,0.7844,0.3970,8.906300,0.5000,2.8345
428,0.8560,-0.0794,0.0305,1.7464,2.0000,0.0000,3.6679,0.7851,0.3971,8.906300,0.5000,2.8315
429,0.8580,-0.0802,0.0307,1.7467,2.0000,0.0000,3.6628,0.7858,0.3972,8.906300,0.5000,2.8284
430,0.8600,-0.0809,0.0310,1.7470,2.0000,0.0000,3.6577,0.7864,0.3973,8.906300,0.5000,2.8252
431,0.8620,-0.0817,0.0313,1.7473,2.0000,0.0000,3.6525,0.7871,0.3975,8.906300,0.5000,2.8221
432,0.8640,-0.0824,0.0316,1.7476,2.0000,0.0000,3.6473,0.7878,0.3976,8.906300,0.5000,2.8190
433,0.8660,-0.0832,0.0318,1.7479,2.0000,0.0000,3.6421,0.7884,0.3977,8.906300,0.5000,2.8158
434,0.8680,-0.0839,0.0321,1.7482,2.0000,0.0000,3.6368,0.7891,0.3979,8.906300,0.5000,2.8126
435,0.8700,-0.0847,0.0324,1.7485,2.0000,0.0000,3.6315,0.7898,0.3980,8.906300,0.5000,2.8094
436,0.8720,-0.0855,0.0327,1.7489,2.0000,0.0000,3.6262,0.7904,0.3981,8.906300,0.5000,2.8062
437,0.8740,-0.0863,0.0330,1.7492,2.0000,0.0000,3.6208,0.7911,0.3983,8.906300,0.5000,2.8029
