time_pressure,accuracy,mean_rt
0.000000,0.850000,11.964597
0.200000,0.806250,11.964597
0.400000,0.756250,11.964597
0.600000,0.701250,11.964597
0.800000,0.673750,11.964597
1.000000,0.641250,11.964597
