val_batches,ref_lr,mad_multiplier,loss_fn,val_size,dispersion,winsorize,threshold_mode,ema_alpha,freeze_bn,relative_improvement,grad_clip,hybrid_lambda,seed,detection_rate,fpr,threshold,mean_detection,std_detection,mean_fpr,std_fpr,auroc,auprc,cohen_d,class_counts,aborted_by_rule
4,0.0005,3.0,mse_logits,1000,mad,0.05,robust,0.7,True,True,,,42,0.0,0.07692307692307693,0.4812889415044597,0.0,0.0,0.07692307692307693,0.0,0.5054945054945055,0.4974367737525632,-0.15557238769262832,"{""0"": 100, ""1"": 100, ""2"": 100, ""3"": 100, ""4"": 100, ""5"": 100, ""6"": 100, ""7"": 100, ""8"": 100, ""9"": 100}",True
